"season","week","virus","region","age_gp","number_pos","number_tested","percent_pos"
"2023-24","202401","SARS-CoV-2","Region 3","All Ages","89","420","21.19"
"2023-24","202401","SARS-CoV-2","Region 4","All Ages","127","748","16.98"
"2023-24","202401","SARS-CoV-2","Region 5","All Ages","662","3311","19.99"
"2023-24","202401","SARS-CoV-2","Region 6","All Ages","184","982","18.74"
"2023-24","202401","SARS-CoV-2","Region 7","All Ages","65","488","13.32"
"2023-24","202401","SARS-CoV-2","Region 8","All Ages","557","3596","15.49"
"2023-24","202401","SARS-CoV-2","Region 9","All Ages","78","387","20.16"
"2023-24","202401","SARS-CoV-2","Region 10","All Ages","0","0","0"
"2023-24","202401","Influenza","Region 1","All Ages","17","213","7.98"
"2023-24","202401","Influenza","Region 2","All Ages","108","443","24.38"
"2023-24","202401","Influenza","Region 3","All Ages","45","416","10.82"
"2023-24","202401","Influenza","Region 4","All Ages","131","653","20.06"
"2023-24","202401","Influenza","Region 5","All Ages","560","3275","17.1"
"2023-24","202401","Influenza","Region 6","All Ages","163","981","16.62"
"2023-24","202401","Influenza","Region 7","All Ages","46","481","9.56"
"2023-24","202401","Influenza","Region 8","All Ages","994","3570","27.84"
"2023-24","202401","Influenza","Region 9","All Ages","58","316","18.35"
"2023-24","202401","Influenza","Region 10","All Ages","0","0","0"
"2023-24","202401","RSV","Region 1","All Ages","22","213","10.33"
"2023-24","202401","RSV","Region 2","All Ages","16","436","3.67"
"2023-24","202401","RSV","Region 3","All Ages","53","404","13.12"
"2023-24","202401","RSV","Region 4","All Ages","33","643","5.13"
"2023-24","202401","RSV","Region 5","All Ages","330","2889","11.42"
"2023-24","202401","RSV","Region 6","All Ages","24","471","5.1"
"2023-24","202401","RSV","Region 7","All Ages","78","481","16.22"
"2023-24","202401","RSV","Region 8","All Ages","390","2834","13.76"
"2023-24","202401","RSV","Region 9","All Ages","21","170","12.35"
"2023-24","202401","RSV","Region 10","All Ages","0","0","0"
"2023-24","202402","SARS-CoV-2","Region 1","All Ages","48","183","26.23"
"2023-24","202402","SARS-CoV-2","Region 2","All Ages","91","423","21.51"
"2023-24","202402","SARS-CoV-2","Region 3","All Ages","68","378","17.99"
"2023-24","202402","SARS-CoV-2","Region 4","All Ages","117","690","16.96"
"2023-24","202402","SARS-CoV-2","Region 5","All Ages","475","2445","19.43"
"2023-24","202402","SARS-CoV-2","Region 6","All Ages","181","900","20.11"
"2023-24","202402","SARS-CoV-2","Region 7","All Ages","69","446","15.47"
"2023-24","202402","SARS-CoV-2","Region 8","All Ages","354","2655","13.33"
"2023-24","202402","SARS-CoV-2","Region 9","All Ages","68","358","18.99"
"2023-24","202402","SARS-CoV-2","Region 10","All Ages","0","0","0"
"2023-24","202402","Influenza","Region 1","All Ages","23","179","12.85"
"2023-24","202402","Influenza","Region 2","All Ages","119","422","28.2"
"2023-24","202402","Influenza","Region 3","All Ages","58","371","15.63"
"2023-24","202402","Influenza","Region 4","All Ages","84","588","14.29"
"2023-24","202402","Influenza","Region 5","All Ages","453","2401","18.87"
"2023-24","202402","Influenza","Region 6","All Ages","103","900","11.44"
"2023-24","202402","Influenza","Region 7","All Ages","65","447","14.54"
"2023-24","202402","Influenza","Region 8","All Ages","624","2635","23.68"
"2023-24","202402","Influenza","Region 9","All Ages","44","298","14.77"
"2023-24","202402","Influenza","Region 10","All Ages","0","0","0"
"2023-24","202402","RSV","Region 1","All Ages","14","179","7.82"
"2023-24","202402","RSV","Region 2","All Ages","10","416","2.4"
"2023-24","202402","RSV","Region 3","All Ages","40","361","11.08"
"2023-24","202402","RSV","Region 4","All Ages","28","580","4.83"
"2023-24","202402","RSV","Region 5","All Ages","161","2033","7.92"
"2023-24","202402","RSV","Region 6","All Ages","18","447","4.03"
"2023-24","202402","RSV","Region 7","All Ages","60","440","13.64"
"2023-24","202402","RSV","Region 8","All Ages","277","2034","13.62"
"2023-24","202402","RSV","Region 9","All Ages","8","151","5.3"
"2023-24","202402","RSV","Region 10","All Ages","0","0","0"
"2023-24","202403","SARS-CoV-2","Region 1","All Ages","39","157","24.84"
"2023-24","202403","SARS-CoV-2","Region 2","All Ages","72","338","21.3"
"2023-24","202403","SARS-CoV-2","Region 3","All Ages","65","348","18.68"
"2023-24","202403","SARS-CoV-2","Region 4","All Ages","129","646","19.97"
"2023-24","202403","SARS-CoV-2","Region 5","All Ages","360","2126","16.93"
"2023-24","202403","SARS-CoV-2","Region 6","All Ages","163","784","20.79"
"2023-24","202403","SARS-CoV-2","Region 7","All Ages","40","396","10.1"
"2023-24","202403","SARS-CoV-2","Region 8","All Ages","290","2273","12.76"
"2023-24","202403","SARS-CoV-2","Region 9","All Ages","51","291","17.53"
"2023-24","202403","SARS-CoV-2","Region 10","All Ages","8","40","20"
"2023-24","202403","Influenza","Region 1","All Ages","7","146","4.79"
"2023-24","202403","Influenza","Region 2","All Ages","84","337","24.93"
"2023-24","202403","Influenza","Region 3","All Ages","47","344","13.66"
"2023-24","202403","Influenza","Region 4","All Ages","73","519","14.07"
"2023-24","202403","Influenza","Region 5","All Ages","400","2098","19.07"
"2023-24","202403","Influenza","Region 6","All Ages","99","767","12.91"
"2023-24","202403","Influenza","Region 7","All Ages","52","398","13.07"
"2023-24","202403","Influenza","Region 8","All Ages","541","2220","24.37"
"2023-24","202403","Influenza","Region 9","All Ages","44","253","17.39"
"2023-24","202403","Influenza","Region 10","All Ages","1","33","3.03"
"2023-24","202403","RSV","Region 1","All Ages","9","146","6.16"
"2023-24","202403","RSV","Region 2","All Ages","10","337","2.97"
"2023-24","202403","RSV","Region 3","All Ages","24","329","7.29"
"2023-24","202403","RSV","Region 4","All Ages","17","511","3.33"
"2023-24","202403","RSV","Region 5","All Ages","159","1808","8.79"
"2023-24","202403","RSV","Region 6","All Ages","14","400","3.5"
"2023-24","202403","RSV","Region 7","All Ages","48","398","12.06"
"2023-24","202403","RSV","Region 8","All Ages","249","1741","14.3"
"2023-24","202403","RSV","Region 9","All Ages","17","134","12.69"
"2023-24","202403","RSV","Region 10","All Ages","6","33","18.18"
"2023-24","202404","SARS-CoV-2","Region 1","All Ages","22","145","15.17"
"2023-24","202404","SARS-CoV-2","Region 2","All Ages","54","314","17.2"
"2023-24","202404","SARS-CoV-2","Region 3","All Ages","49","284","17.25"
"2023-24","202404","SARS-CoV-2","Region 4","All Ages","113","592","19.09"
"2023-24","202404","SARS-CoV-2","Region 5","All Ages","343","2149","15.96"
"2023-24","202404","SARS-CoV-2","Region 6","All Ages","149","798","18.67"
"2023-24","202404","SARS-CoV-2","Region 7","All Ages","44","396","11.11"
"2023-24","202404","SARS-CoV-2","Region 8","All Ages","272","2222","12.24"
"2023-24","202404","SARS-CoV-2","Region 9","All Ages","46","291","15.81"
"2023-24","202404","SARS-CoV-2","Region 10","All Ages","7","51","13.73"
"2023-24","202404","Influenza","Region 1","All Ages","15","141","10.64"
"2023-24","202404","Influenza","Region 2","All Ages","99","307","32.25"
"2023-24","202404","Influenza","Region 3","All Ages","42","277","15.16"
"2023-24","202404","Influenza","Region 4","All Ages","78","435","17.93"
"2023-24","202404","Influenza","Region 5","All Ages","526","2131","24.68"
"2023-24","202404","Influenza","Region 6","All Ages","125","791","15.8"
"2023-24","202404","Influenza","Region 7","All Ages","44","394","11.17"
"2023-24","202404","Influenza","Region 8","All Ages","447","2224","20.1"
"2023-24","202404","Influenza","Region 9","All Ages","26","246","10.57"
"2023-24","202404","Influenza","Region 10","All Ages","1","45","2.22"
"2023-24","202404","RSV","Region 1","All Ages","7","141","4.96"
"2023-24","202404","RSV","Region 2","All Ages","8","306","2.61"
"2023-24","202404","RSV","Region 3","All Ages","20","267","7.49"
"2023-24","202404","RSV","Region 4","All Ages","19","414","4.59"
"2023-24","202404","RSV","Region 5","All Ages","92","1806","5.09"
"2023-24","202404","RSV","Region 6","All Ages","12","398","3.02"
"2023-24","202404","RSV","Region 7","All Ages","36","389","9.25"
"2023-24","202404","RSV","Region 8","All Ages","243","1677","14.49"
"2023-24","202404","RSV","Region 9","All Ages","4","134","2.99"
"2023-24","202404","RSV","Region 10","All Ages","6","43","13.95"
"2023-24","202405","SARS-CoV-2","Region 1","All Ages","24","135","17.78"
"2023-24","202405","SARS-CoV-2","Region 2","All Ages","39","256","15.23"
"2023-24","202405","SARS-CoV-2","Region 3","All Ages","55","295","18.64"
"2023-24","202405","SARS-CoV-2","Region 4","All Ages","94","488","19.26"
"2023-24","202405","SARS-CoV-2","Region 5","All Ages","314","2233","14.06"
"2023-24","202405","SARS-CoV-2","Region 6","All Ages","148","795","18.62"
"2023-24","202405","SARS-CoV-2","Region 7","All Ages","52","408","12.75"
"2023-24","202405","SARS-CoV-2","Region 8","All Ages","252","2002","12.59"
"2023-24","202405","SARS-CoV-2","Region 9","All Ages","33","279","11.83"
"2023-24","202405","SARS-CoV-2","Region 10","All Ages","11","35","31.43"
"2023-24","202405","Influenza","Region 1","All Ages","9","132","6.82"
"2023-24","202405","Influenza","Region 2","All Ages","55","254","21.65"
"2023-24","202405","Influenza","Region 3","All Ages","28","285","9.82"
"2023-24","202405","Influenza","Region 4","All Ages","63","352","17.9"
"2023-24","202405","Influenza","Region 5","All Ages","477","2213","21.55"
"2023-24","202405","Influenza","Region 6","All Ages","120","794","15.11"
"2023-24","202405","Influenza","Region 7","All Ages","63","408","15.44"
"2023-24","202405","Influenza","Region 8","All Ages","359","1992","18.02"
"2023-24","202405","Influenza","Region 9","All Ages","26","232","11.21"
"2023-24","202405","Influenza","Region 10","All Ages","4","28","14.29"
"2023-24","202405","RSV","Region 1","All Ages","2","132","1.52"
"2023-24","202405","RSV","Region 2","All Ages","3","254","1.18"
"2023-24","202405","RSV","Region 3","All Ages","16","265","6.04"
"2023-24","202405","RSV","Region 4","All Ages","8","326","2.45"
"2023-24","202405","RSV","Region 5","All Ages","87","1924","4.52"
"2023-24","202405","RSV","Region 6","All Ages","12","405","2.96"
"2023-24","202405","RSV","Region 7","All Ages","42","408","10.29"
"2023-24","202405","RSV","Region 8","All Ages","254","1556","16.32"
"2023-24","202405","RSV","Region 9","All Ages","12","139","8.63"
"2023-24","202405","RSV","Region 10","All Ages","1","27","3.7"
"2023-24","202406","SARS-CoV-2","Region 1","All Ages","19","147","12.93"
"2023-24","202406","SARS-CoV-2","Region 2","All Ages","44","305","14.43"
"2023-24","202406","SARS-CoV-2","Region 3","All Ages","42","322","13.04"
"2023-24","202406","SARS-CoV-2","Region 4","All Ages","98","607","16.14"
"2023-24","202406","SARS-CoV-2","Region 5","All Ages","391","2451","15.95"
"2023-24","202406","SARS-CoV-2","Region 6","All Ages","145","793","18.28"
"2023-24","202406","SARS-CoV-2","Region 7","All Ages","39","455","8.57"
"2023-24","202406","SARS-CoV-2","Region 8","All Ages","230","2059","11.17"
"2023-24","202406","SARS-CoV-2","Region 9","All Ages","32","233","13.73"
"2023-24","202406","SARS-CoV-2","Region 10","All Ages","5","42","11.9"
"2023-24","202406","Influenza","Region 1","All Ages","16","146","10.96"
"2023-24","202406","Influenza","Region 2","All Ages","55","302","18.21"
"2023-24","202406","Influenza","Region 3","All Ages","52","318","16.35"
"2023-24","202406","Influenza","Region 4","All Ages","85","440","19.32"
"2023-24","202406","Influenza","Region 5","All Ages","622","2422","25.68"
"2023-24","202406","Influenza","Region 6","All Ages","100","781","12.8"
"2023-24","202406","Influenza","Region 7","All Ages","90","456","19.74"
"2023-24","202406","Influenza","Region 8","All Ages","305","2052","14.86"
"2023-24","202406","Influenza","Region 9","All Ages","24","198","12.12"
"2023-24","202406","Influenza","Region 10","All Ages","3","40","7.5"
"2023-24","202406","RSV","Region 1","All Ages","8","146","5.48"
"2023-24","202406","RSV","Region 2","All Ages","5","301","1.66"
"2023-24","202406","RSV","Region 3","All Ages","15","304","4.93"
"2023-24","202406","RSV","Region 4","All Ages","10","393","2.54"
"2023-24","202406","RSV","Region 5","All Ages","78","2148","3.63"
"2023-24","202406","RSV","Region 6","All Ages","9","414","2.17"
"2023-24","202406","RSV","Region 7","All Ages","35","424","8.25"
"2023-24","202406","RSV","Region 8","All Ages","223","1534","14.54"
"2023-24","202406","RSV","Region 9","All Ages","4","121","3.31"
"2023-24","202406","RSV","Region 10","All Ages","2","34","5.88"
"2023-24","202407","SARS-CoV-2","Region 1","All Ages","17","137","12.41"
"2023-24","202407","SARS-CoV-2","Region 2","All Ages","25","276","9.06"
"2023-24","202407","SARS-CoV-2","Region 3","All Ages","39","318","12.26"
"2023-24","202407","SARS-CoV-2","Region 4","All Ages","105","571","18.39"
"2023-24","202407","SARS-CoV-2","Region 5","All Ages","380","2660","14.29"
"2023-24","202407","SARS-CoV-2","Region 6","All Ages","126","724","17.4"
"2023-24","202407","SARS-CoV-2","Region 7","All Ages","48","442","10.86"
"2023-24","202407","SARS-CoV-2","Region 8","All Ages","215","1921","11.19"
"2023-24","202407","SARS-CoV-2","Region 9","All Ages","27","263","10.27"
"2023-24","202407","SARS-CoV-2","Region 10","All Ages","6","41","14.63"
"2023-24","202407","Influenza","Region 1","All Ages","11","134","8.21"
"2023-24","202407","Influenza","Region 2","All Ages","76","279","27.24"
"2023-24","202407","Influenza","Region 3","All Ages","49","312","15.71"
"2023-24","202407","Influenza","Region 4","All Ages","55","403","13.65"
"2023-24","202407","Influenza","Region 5","All Ages","674","2633","25.6"
"2023-24","202407","Influenza","Region 6","All Ages","77","716","10.75"
"2023-24","202407","Influenza","Region 7","All Ages","99","439","22.55"
"2023-24","202407","Influenza","Region 8","All Ages","309","1926","16.04"
"2023-24","202407","Influenza","Region 9","All Ages","21","218","9.63"
"2023-24","202407","Influenza","Region 10","All Ages","0","38","0"
"2023-24","202407","RSV","Region 1","All Ages","6","134","4.48"
"2023-24","202407","RSV","Region 2","All Ages","2","278","0.72"
"2023-24","202407","RSV","Region 3","All Ages","12","293","4.1"
"2023-24","202407","RSV","Region 4","All Ages","14","382","3.66"
"2023-24","202407","RSV","Region 5","All Ages","74","2333","3.17"
"2023-24","202407","RSV","Region 6","All Ages","8","337","2.37"
"2023-24","202407","RSV","Region 7","All Ages","37","406","9.11"
"2023-24","202407","RSV","Region 8","All Ages","203","1493","13.6"
"2023-24","202407","RSV","Region 9","All Ages","4","150","2.67"
"2023-24","202407","RSV","Region 10","All Ages","1","37","2.7"
"2023-24","202408","SARS-CoV-2","Region 1","All Ages","14","141","9.93"
"2023-24","202408","SARS-CoV-2","Region 2","All Ages","21","295","7.12"
"2023-24","202408","SARS-CoV-2","Region 3","All Ages","29","300","9.67"
"2023-24","202408","SARS-CoV-2","Region 4","All Ages","87","562","15.48"
"2023-24","202408","SARS-CoV-2","Region 5","All Ages","326","2681","12.16"
"2023-24","202408","SARS-CoV-2","Region 6","All Ages","118","761","15.51"
"2023-24","202408","SARS-CoV-2","Region 7","All Ages","42","462","9.09"
"2023-24","202408","SARS-CoV-2","Region 8","All Ages","222","1976","11.23"
"2023-24","202408","SARS-CoV-2","Region 9","All Ages","24","279","8.6"
"2023-24","202408","SARS-CoV-2","Region 10","All Ages","6","30","20"
"2023-24","202408","Influenza","Region 1","All Ages","21","137","15.33"
"2023-24","202408","Influenza","Region 2","All Ages","70","296","23.65"
"2023-24","202408","Influenza","Region 3","All Ages","45","297","15.15"
"2023-24","202408","Influenza","Region 4","All Ages","70","433","16.17"
"2023-24","202408","Influenza","Region 5","All Ages","724","2664","27.18"
"2023-24","202408","Influenza","Region 6","All Ages","65","751","8.66"
"2023-24","202408","Influenza","Region 7","All Ages","95","460","20.65"
"2023-24","202408","Influenza","Region 8","All Ages","272","1993","13.65"
"2023-24","202408","Influenza","Region 9","All Ages","15","226","6.64"
"2023-24","202408","Influenza","Region 10","All Ages","3","28","10.71"
"2023-24","202408","RSV","Region 1","All Ages","5","137","3.65"
"2023-24","202408","RSV","Region 2","All Ages","2","295","0.68"
"2023-24","202408","RSV","Region 3","All Ages","13","275","4.73"
"2023-24","202408","RSV","Region 4","All Ages","5","417","1.2"
"2023-24","202408","RSV","Region 5","All Ages","56","2355","2.38"
"2023-24","202408","RSV","Region 6","All Ages","11","353","3.12"
"2023-24","202408","RSV","Region 7","All Ages","21","435","4.83"
"2023-24","202408","RSV","Region 8","All Ages","198","1476","13.41"
"2023-24","202408","RSV","Region 9","All Ages","6","135","4.44"
"2023-24","202408","RSV","Region 10","All Ages","3","27","11.11"
"2023-24","202409","SARS-CoV-2","Region 1","All Ages","13","128","10.16"
"2023-24","202409","SARS-CoV-2","Region 2","All Ages","14","230","6.09"
"2023-24","202409","SARS-CoV-2","Region 3","All Ages","38","329","11.55"
"2023-24","202409","SARS-CoV-2","Region 4","All Ages","75","528","14.2"
"2023-24","202409","SARS-CoV-2","Region 5","All Ages","251","2544","9.87"
"2023-24","202409","SARS-CoV-2","Region 6","All Ages","105","686","15.31"
"2023-24","202409","SARS-CoV-2","Region 7","All Ages","28","429","6.53"
"2023-24","202409","SARS-CoV-2","Region 8","All Ages","162","1859","8.71"
"2023-24","202409","SARS-CoV-2","Region 9","All Ages","22","262","8.4"
"2023-24","202409","SARS-CoV-2","Region 10","All Ages","10","55","18.18"
"2023-24","202409","Influenza","Region 1","All Ages","20","128","15.63"
"2023-24","202409","Influenza","Region 2","All Ages","57","226","25.22"
"2023-24","202409","Influenza","Region 3","All Ages","55","324","16.98"
"2023-24","202409","Influenza","Region 4","All Ages","51","408","12.5"
"2023-24","202409","Influenza","Region 5","All Ages","743","2519","29.5"
"2023-24","202409","Influenza","Region 6","All Ages","51","681","7.49"
"2023-24","202409","Influenza","Region 7","All Ages","82","425","19.29"
"2023-24","202409","Influenza","Region 8","All Ages","165","1887","8.74"
"2023-24","202409","Influenza","Region 9","All Ages","12","219","5.48"
"2023-24","202409","Influenza","Region 10","All Ages","3","49","6.12"
"2023-24","202409","RSV","Region 1","All Ages","7","128","5.47"
"2023-24","202409","RSV","Region 2","All Ages","3","224","1.34"
"2023-24","202409","RSV","Region 3","All Ages","5","301","1.66"
"2023-24","202409","RSV","Region 4","All Ages","3","391","0.77"
"2023-24","202409","RSV","Region 5","All Ages","53","2211","2.4"
"2023-24","202409","RSV","Region 6","All Ages","9","339","2.65"
"2023-24","202409","RSV","Region 7","All Ages","26","410","6.34"
"2023-24","202409","RSV","Region 8","All Ages","174","1432","12.15"
"2023-24","202409","RSV","Region 9","All Ages","5","127","3.94"
"2023-24","202409","RSV","Region 10","All Ages","0","49","0"
"2023-24","202410","SARS-CoV-2","Region 1","All Ages","11","146","7.53"
"2023-24","202410","SARS-CoV-2","Region 2","All Ages","11","219","5.02"
"2023-24","202410","SARS-CoV-2","Region 3","All Ages","25","267","9.36"
"2023-24","202410","SARS-CoV-2","Region 4","All Ages","43","570","7.54"
"2023-24","202410","SARS-CoV-2","Region 5","All Ages","227","2514","9.03"
"2023-24","202410","SARS-CoV-2","Region 6","All Ages","65","627","10.37"
"2023-24","202410","SARS-CoV-2","Region 7","All Ages","19","479","3.97"
"2023-24","202410","SARS-CoV-2","Region 8","All Ages","166","1728","9.61"
"2023-24","202410","SARS-CoV-2","Region 9","All Ages","17","254","6.69"
"2023-24","202410","SARS-CoV-2","Region 10","All Ages","3","48","6.25"
"2023-24","202410","Influenza","Region 1","All Ages","11","147","7.48"
"2023-24","202410","Influenza","Region 2","All Ages","50","214","23.36"
"2023-24","202410","Influenza","Region 3","All Ages","37","264","14.02"
"2023-24","202410","Influenza","Region 4","All Ages","48","457","10.5"
"2023-24","202410","Influenza","Region 5","All Ages","706","2492","28.33"
"2023-24","202410","Influenza","Region 6","All Ages","29","627","4.63"
"2023-24","202410","Influenza","Region 7","All Ages","99","476","20.8"
"2023-24","202410","Influenza","Region 8","All Ages","166","1735","9.57"
"2023-24","202410","Influenza","Region 9","All Ages","16","209","7.66"
"2023-24","202410","Influenza","Region 10","All Ages","1","44","2.27"
"2023-24","202410","RSV","Region 1","All Ages","2","147","1.36"
"2023-24","202410","RSV","Region 2","All Ages","5","213","2.35"
"2023-24","202410","RSV","Region 3","All Ages","7","255","2.75"
"2023-24","202410","RSV","Region 4","All Ages","3","437","0.69"
"2023-24","202410","RSV","Region 5","All Ages","56","2245","2.49"
"2023-24","202410","RSV","Region 6","All Ages","3","314","0.96"
"2023-24","202410","RSV","Region 7","All Ages","27","437","6.18"
"2023-24","202410","RSV","Region 8","All Ages","129","1324","9.74"
"2023-24","202410","RSV","Region 9","All Ages","3","140","2.14"
"2023-24","202410","RSV","Region 10","All Ages","1","41","2.44"
"2023-24","202411","SARS-CoV-2","Region 1","All Ages","3","109","2.75"
"2023-24","202411","SARS-CoV-2","Region 2","All Ages","6","167","3.59"
"2023-24","202411","SARS-CoV-2","Region 3","All Ages","17","268","6.34"
"2023-24","202411","SARS-CoV-2","Region 4","All Ages","37","560","6.61"
"2023-24","202411","SARS-CoV-2","Region 5","All Ages","173","2223","7.78"
"2023-24","202411","SARS-CoV-2","Region 6","All Ages","41","617","6.65"
"2023-24","202411","SARS-CoV-2","Region 7","All Ages","24","403","5.96"
"2023-24","202411","SARS-CoV-2","Region 8","All Ages","117","1695","6.9"
"2023-24","202411","SARS-CoV-2","Region 9","All Ages","13","265","4.91"
"2023-24","202411","SARS-CoV-2","Region 10","All Ages","4","51","7.84"
"2023-24","202411","Influenza","Region 1","All Ages","5","102","4.9"
"2023-24","202411","Influenza","Region 2","All Ages","34","164","20.73"
"2023-24","202411","Influenza","Region 3","All Ages","30","261","11.49"
"2023-24","202411","Influenza","Region 4","All Ages","39","416","9.38"
"2023-24","202411","Influenza","Region 5","All Ages","508","2195","23.14"
"2023-24","202411","Influenza","Region 6","All Ages","35","619","5.65"
"2023-24","202411","Influenza","Region 7","All Ages","68","398","17.09"
"2023-24","202411","Influenza","Region 8","All Ages","145","1713","8.46"
"2023-24","202411","Influenza","Region 9","All Ages","18","230","7.83"
"2023-24","202411","Influenza","Region 10","All Ages","1","43","2.33"
"2023-24","202411","RSV","Region 1","All Ages","2","102","1.96"
"2023-24","202411","RSV","Region 2","All Ages","3","164","1.83"
"2023-24","202411","RSV","Region 3","All Ages","5","254","1.97"
"2023-24","202411","RSV","Region 4","All Ages","5","406","1.23"
"2023-24","202411","RSV","Region 5","All Ages","33","2004","1.65"
"2023-24","202411","RSV","Region 6","All Ages","7","297","2.36"
"2023-24","202411","RSV","Region 7","All Ages","25","378","6.61"
"2023-24","202411","RSV","Region 8","All Ages","107","1313","8.15"
"2023-24","202411","RSV","Region 9","All Ages","6","150","4"
"2023-24","202411","RSV","Region 10","All Ages","3","43","6.98"
"2023-24","202412","SARS-CoV-2","Region 1","All Ages","6","126","4.76"
"2023-24","202412","SARS-CoV-2","Region 2","All Ages","7","185","3.78"
"2023-24","202412","SARS-CoV-2","Region 3","All Ages","22","237","9.28"
"2023-24","202412","SARS-CoV-2","Region 4","All Ages","24","508","4.72"
"2023-24","202412","SARS-CoV-2","Region 5","All Ages","155","2145","7.23"
"2023-24","202412","SARS-CoV-2","Region 6","All Ages","47","627","7.5"
"2023-24","202412","SARS-CoV-2","Region 7","All Ages","20","344","5.81"
"2023-24","202412","SARS-CoV-2","Region 8","All Ages","107","1613","6.63"
"2023-24","202412","SARS-CoV-2","Region 9","All Ages","11","238","4.62"
"2023-24","202412","SARS-CoV-2","Region 10","All Ages","11","103","10.68"
"2023-24","202412","Influenza","Region 1","All Ages","8","128","6.25"
"2023-24","202412","Influenza","Region 2","All Ages","30","187","16.04"
"2023-24","202412","Influenza","Region 3","All Ages","21","230","9.13"
"2023-24","202412","Influenza","Region 4","All Ages","20","390","5.13"
"2023-24","202412","Influenza","Region 5","All Ages","453","2116","21.41"
"2023-24","202412","Influenza","Region 6","All Ages","25","620","4.03"
"2023-24","202412","Influenza","Region 7","All Ages","42","342","12.28"
"2023-24","202412","Influenza","Region 8","All Ages","145","1606","9.03"
"2023-24","202412","Influenza","Region 9","All Ages","9","185","4.86"
"2023-24","202412","Influenza","Region 10","All Ages","4","88","4.55"
"2023-24","202412","RSV","Region 1","All Ages","0","128","0"
"2023-24","202412","RSV","Region 2","All Ages","3","185","1.62"
"2023-24","202412","RSV","Region 3","All Ages","9","215","4.19"
"2023-24","202412","RSV","Region 4","All Ages","6","374","1.6"
"2023-24","202412","RSV","Region 5","All Ages","30","1881","1.59"
"2023-24","202412","RSV","Region 6","All Ages","0","282","0"
"2023-24","202412","RSV","Region 7","All Ages","13","333","3.9"
"2023-24","202412","RSV","Region 8","All Ages","86","1250","6.88"
"2023-24","202412","RSV","Region 9","All Ages","2","114","1.75"
"2023-24","202412","RSV","Region 10","All Ages","3","87","3.45"
"2023-24","202413","SARS-CoV-2","Region 1","All Ages","4","105","3.81"
"2023-24","202413","SARS-CoV-2","Region 2","All Ages","6","170","3.53"
"2023-24","202413","SARS-CoV-2","Region 3","All Ages","18","219","8.22"
"2023-24","202413","SARS-CoV-2","Region 4","All Ages","28","469","5.97"
"2023-24","202413","SARS-CoV-2","Region 5","All Ages","129","2083","6.19"
"2023-24","202413","SARS-CoV-2","Region 6","All Ages","34","581","5.85"
"2023-24","202413","SARS-CoV-2","Region 7","All Ages","18","350","5.14"
"2023-24","202413","SARS-CoV-2","Region 8","All Ages","128","1587","8.07"
"2023-24","202413","SARS-CoV-2","Region 9","All Ages","12","224","5.36"
"2023-24","202413","SARS-CoV-2","Region 10","All Ages","2","37","5.41"
"2023-24","202413","Influenza","Region 1","All Ages","3","102","2.94"
"2023-24","202413","Influenza","Region 2","All Ages","30","169","17.75"
"2023-24","202413","Influenza","Region 3","All Ages","20","215","9.3"
"2023-24","202413","Influenza","Region 4","All Ages","17","374","4.55"
"2023-24","202413","Influenza","Region 5","All Ages","472","2062","22.89"
"2023-24","202413","Influenza","Region 6","All Ages","15","583","2.57"
"2023-24","202413","Influenza","Region 7","All Ages","37","348","10.63"
"2023-24","202413","Influenza","Region 8","All Ages","110","1587","6.93"
"2023-24","202413","Influenza","Region 9","All Ages","12","179","6.7"
"2023-24","202413","Influenza","Region 10","All Ages","2","32","6.25"
"2023-24","202413","RSV","Region 1","All Ages","1","102","0.98"
"2023-24","202413","RSV","Region 2","All Ages","3","169","1.78"
"2023-24","202413","RSV","Region 3","All Ages","3","207","1.45"
"2023-24","202413","RSV","Region 4","All Ages","4","365","1.1"
"2023-24","202413","RSV","Region 5","All Ages","22","1861","1.18"
"2023-24","202413","RSV","Region 6","All Ages","1","240","0.42"
"2023-24","202413","RSV","Region 7","All Ages","17","330","5.15"
"2023-24","202413","RSV","Region 8","All Ages","57","1219","4.68"
"2023-24","202413","RSV","Region 9","All Ages","4","124","3.23"
"2023-24","202413","RSV","Region 10","All Ages","1","31","3.23"
"2023-24","202414","SARS-CoV-2","Region 1","All Ages","5","99","5.05"
"2023-24","202414","SARS-CoV-2","Region 2","All Ages","7","174","4.02"
"2023-24","202414","SARS-CoV-2","Region 3","All Ages","15","232","6.47"
"2023-24","202414","SARS-CoV-2","Region 4","All Ages","22","516","4.26"
"2023-24","202414","SARS-CoV-2","Region 5","All Ages","119","2009","5.92"
"2023-24","202414","SARS-CoV-2","Region 6","All Ages","31","563","5.51"
"2023-24","202414","SARS-CoV-2","Region 7","All Ages","12","325","3.69"
"2023-24","202414","SARS-CoV-2","Region 8","All Ages","107","1524","7.02"
"2023-24","202414","SARS-CoV-2","Region 9","All Ages","15","256","5.86"
"2023-24","202414","SARS-CoV-2","Region 10","All Ages","0","42","0"
"2023-24","202414","Influenza","Region 1","All Ages","6","101","5.94"
"2023-24","202414","Influenza","Region 2","All Ages","35","175","20"
"2023-24","202414","Influenza","Region 3","All Ages","15","227","6.61"
"2023-24","202414","Influenza","Region 4","All Ages","13","398","3.27"
"2023-24","202414","Influenza","Region 5","All Ages","370","1985","18.64"
"2023-24","202414","Influenza","Region 6","All Ages","12","563","2.13"
