"round","topic","indicator","full_indicator","demographic_variable","demographic_variable_label","estimate","confidence_interval"
"1","Breast cancer screening","Breast cancer screening - breast density: Notified at all about breast density","Percentage who were notified about their breast density after their most recent mammogram, among women aged 30 and older who ever had a mammogram","Age group","45-64 years","58.8","55.5, 62.1"
"1","Breast cancer screening","Breast cancer screening - breast density: Notified at all about breast density","Percentage who were notified about their breast density after their most recent mammogram, among women aged 30 and older who ever had a mammogram","Age group","65 years and older","52.1","48.6, 55.7"
"1","Breast cancer screening","Breast cancer screening - breast density: Had dense breast tissue","Percentage who were told they had dense breast tissue, among women aged 30 and older who received information about their breast density after their recent mammogram","Age group","30-44 years","74.4","67.5, 80.5"
"1","Breast cancer screening","Breast cancer screening - breast density: Had dense breast tissue","Percentage who were told they had dense breast tissue, among women aged 30 and older who received information about their breast density after their recent mammogram","Age group","45-64 years","75.9","71.8, 79.6"
"1","Breast cancer screening","Breast cancer screening - breast density: Had dense breast tissue","Percentage who were told they had dense breast tissue, among women aged 30 and older who received information about their breast density after their recent mammogram","Age group","65 years and older","68","63, 72.7"
"1","Breast cancer screening","Breast cancer screening - mammogram: Ever had mammogram","Percentage of women aged 30 and older who ever had a mammogram","Age group","30-44 years","40.3","36.7, 44"
"1","Breast cancer screening","Breast cancer screening - mammogram: Ever had mammogram","Percentage of women aged 30 and older who ever had a mammogram","Age group","45-64 years","91.9","89.9, 93.5"
"1","Breast cancer screening","Breast cancer screening - mammogram: Ever had mammogram","Percentage of women aged 30 and older who ever had a mammogram","Age group","65 years and older","97.5","96.1, 98.5"
"1","Breast cancer screening","Breast cancer screening - mammogram: Had mammogram in last 2 years","Percentage of women aged 30 and older who have had a mammogram in the last 2 years","Age group","30-44 years","30.5","27.1, 34.1"
"1","Breast cancer screening","Breast cancer screening - mammogram: Had mammogram in last 2 years","Percentage of women aged 30 and older who have had a mammogram in the last 2 years","Age group","45-64 years","76.1","73.2, 78.8"
"1","Breast cancer screening","Breast cancer screening - mammogram: Had mammogram in last 2 years","Percentage of women aged 30 and older who have had a mammogram in the last 2 years","Age group","65 years and older","75.8","72.5, 78.8"
"1","Breast cancer screening","Breast cancer screening - breast density: Notified at all about breast density","Percentage who were notified about their breast density after their most recent mammogram, among women aged 30 and older who ever had a mammogram","Education","High school degree or GED or less","48.9","44.9, 52.9"
"1","Breast cancer screening","Breast cancer screening - breast density: Notified at all about breast density","Percentage who were notified about their breast density after their most recent mammogram, among women aged 30 and older who ever had a mammogram","Education","Some college","53.7","49.8, 57.6"
"1","Breast cancer screening","Breast cancer screening - breast density: Notified at all about breast density","Percentage who were notified about their breast density after their most recent mammogram, among women aged 30 and older who ever had a mammogram","Education","Bachelors degree or higher","65.8","62.2, 69.2"
"1","Breast cancer screening","Breast cancer screening - breast density: Had dense breast tissue","Percentage who were told they had dense breast tissue, among women aged 30 and older who received information about their breast density after their recent mammogram","Education","High school degree or GED or less","66.6","61, 72"
"1","Breast cancer screening","Breast cancer screening - breast density: Had dense breast tissue","Percentage who were told they had dense breast tissue, among women aged 30 and older who received information about their breast density after their recent mammogram","Education","Some college","70.8","65.7, 75.6"
"1","Breast cancer screening","Breast cancer screening - breast density: Had dense breast tissue","Percentage who were told they had dense breast tissue, among women aged 30 and older who received information about their breast density after their recent mammogram","Education","Bachelors degree or higher","79.2","75.3, 82.7"
"1","Breast cancer screening","Breast cancer screening - mammogram: Ever had mammogram","Percentage of women aged 30 and older who have had a mammogram in the last 2 years","Education","High school degree or GED or less","76.4","73.3, 79.4"
"1","Breast cancer screening","Breast cancer screening - mammogram: Ever had mammogram","Percentage of women aged 30 and older who have had a mammogram in the last 2 years","Education","Some college","78.2","75.2, 81.1"
"1","Breast cancer screening","Breast cancer screening - mammogram: Ever had mammogram","Percentage of women aged 30 and older who have had a mammogram in the last 2 years","Education","Bachelors degree or higher","77.4","74.7, 80"
"1","Breast cancer screening","Breast cancer screening - mammogram: Had mammogram in last 2 years","Percentage of women aged 30 and older who have had a mammogram in the last 2 years","Education","High school degree or GED or less","56.1","52.5, 59.6"
"1","Breast cancer screening","Breast cancer screening - mammogram: Had mammogram in last 2 years","Percentage of women aged 30 and older who have had a mammogram in the last 2 years","Education","Some college","64.8","61.5, 68.1"
"1","Breast cancer screening","Breast cancer screening - mammogram: Had mammogram in last 2 years","Percentage of women aged 30 and older who have had a mammogram in the last 2 years","Education","Bachelors degree or higher","65","61.8, 68.1"
"1","Gynecological Medical Procedures","Gynecological Medical Procedures: Had both ovaries removed","Percentage of women who have had both ovaries removed","Education","High school degree or GED or less","11.3","9.4, 13.3"
"1","Gynecological Medical Procedures","Gynecological Medical Procedures: Had both ovaries removed","Percentage of women who have had both ovaries removed","Education","Some college","10.6","8.7, 12.8"
"1","Gynecological Medical Procedures","Gynecological Medical Procedures: Had both ovaries removed","Percentage of women who have had both ovaries removed","Education","Bachelors degree or higher","8.4","6.5, 10.7"
"1","Gynecological Medical Procedures","Gynecological Medical Procedures: Had fallopian tubes cut","Percentage of women who have had their fallopian tubes cut","Education","High school degree or GED or less","13.9","11.8, 16.3"
"1","Gynecological Medical Procedures","Gynecological Medical Procedures: Had fallopian tubes cut","Percentage of women who have had their fallopian tubes cut","Education","Some college","11.3","9.4, 13.5"
"1","Gynecological Medical Procedures","Gynecological Medical Procedures: Had fallopian tubes cut","Percentage of women who have had their fallopian tubes cut","Education","Bachelors degree or higher","4.5","3.3, 6"
"1","Gynecological Medical Procedures","Gynecological Medical Procedures: Had both fallopian tubes removed","Percentage of women who have had both fallopian tubes removed","Education","High school degree or GED or less","9.2","7.6, 11.1"
"1","Gynecological Medical Procedures","Gynecological Medical Procedures: Had both fallopian tubes removed","Percentage of women who have had both fallopian tubes removed","Education","Some college","11.9","9.9, 14.1"
"1","Gynecological Medical Procedures","Gynecological Medical Procedures: Had both fallopian tubes removed","Percentage of women who have had both fallopian tubes removed","Education","Bachelors degree or higher","9.6","7.6, 12"
"1","Gynecological Medical Procedures","Gynecological Medical Procedures: Had fallopian tubes tied","Percentage of women who have had their fallopian tubes tied","Education","High school degree or GED or less","22.8","20.1, 25.7"
"1","Gynecological Medical Procedures","Gynecological Medical Procedures: Had fallopian tubes tied","Percentage of women who have had their fallopian tubes tied","Education","Some college","17.7","15.3, 20.2"
"1","Gynecological Medical Procedures","Gynecological Medical Procedures: Had fallopian tubes tied","Percentage of women who have had their fallopian tubes tied","Education","Bachelors degree or higher","8.4","6.8, 10.3"
"1","Long COVID","Beliefs on Long COVID: Believe those with Long COVID may just be depressed","Percentage of adults who have heard of Long COVID and at least somewhat agree that those with Long COVID may just be depressed","Education","High school degree or GED or less","27.7","24.8, 30.7"
"1","Long COVID","Beliefs on Long COVID: Believe those with Long COVID may just be depressed","Percentage of adults who have heard of Long COVID and at least somewhat agree that those with Long COVID may just be depressed","Education","Some college","23.8","21.5, 26.4"
"1","Long COVID","Beliefs on Long COVID: Believe those with Long COVID may just be depressed","Percentage of adults who have heard of Long COVID and at least somewhat agree that those with Long COVID may just be depressed","Education","Bachelors degree or higher","20.6","18.7, 22.7"
"1","Long COVID","Beliefs on Long COVID: Believe employers should accommodate for Long COVID","Percentage of adults who have heard of Long COVID and at least somewhat agree that employers should provide reasonable accomodations for people with Long COVID","Education","High school degree or GED or less","69","65.9, 72"
"1","Long COVID","Beliefs on Long COVID: Believe employers should accommodate for Long COVID","Percentage of adults who have heard of Long COVID and at least somewhat agree that employers should provide reasonable accomodations for people with Long COVID","Education","Some college","69.8","67, 72.5"
"1","Long COVID","Beliefs on Long COVID: Believe employers should accommodate for Long COVID","Percentage of adults who have heard of Long COVID and at least somewhat agree that employers should provide reasonable accomodations for people with Long COVID","Education","Bachelors degree or higher","77.7","75.6, 79.7"
"1","Long COVID","Prior knowledge: Ever heard of Long COVID","Percentage of adults who have heard of Long COVID","Education","High school degree or GED or less","54.7","52.1, 57.2"
"1","Long COVID","Prior knowledge: Ever heard of Long COVID","Percentage of adults who have heard of Long COVID","Education","Some college","70","67.5, 72.5"
"1","Long COVID","Prior knowledge: Ever heard of Long COVID","Percentage of adults who have heard of Long COVID","Education","Bachelors degree or higher","79.8","77.9, 81.6"
"1","Long COVID","Beliefs on Long COVID: Believe media exaggerates Long COVID","Percentage of adults who have heard of Long COVID and at least somewhat agree that the media and news exaggerate the problems that people with Long COVID face","Education","High school degree or GED or less","35.4","32.3, 38.7"
