"state","season","week_ending_date","age_category","sex","race","rate","cumulative_rate","type"
"Maryland","2023-24","2024-09-07","18-49 years","All","All","0.0","11.3","Crude Rate"
"Maryland","2023-24","2024-09-14","18-49 years","All","All","0.0","11.3","Crude Rate"
"Maryland","2023-24","2024-09-21","18-49 years","All","All","0.0","11.3","Crude Rate"
"Maryland","2023-24","2024-09-28","18-49 years","All","All","0.1","11.4","Crude Rate"
"Michigan","2023-24","2023-10-07","18-49 years","All","All","0.0","0.0","Crude Rate"
"Michigan","2023-24","2023-10-14","18-49 years","All","All","0.0","0.0","Crude Rate"
"Michigan","2023-24","2023-10-21","18-49 years","All","All","0.0","0.0","Crude Rate"
"Michigan","2023-24","2023-10-28","18-49 years","All","All","0.0","0.0","Crude Rate"
"Michigan","2023-24","2023-11-04","18-49 years","All","All","0.0","0.0","Crude Rate"
"Michigan","2023-24","2023-11-11","18-49 years","All","All","0.0","0.0","Crude Rate"
"Michigan","2023-24","2023-11-18","18-49 years","All","All","0.5","0.5","Crude Rate"
"Michigan","2023-24","2023-11-25","18-49 years","All","All","0.4","0.9","Crude Rate"
"Michigan","2023-24","2023-12-02","18-49 years","All","All","0.5","1.5","Crude Rate"
"Michigan","2023-24","2023-12-09","18-49 years","All","All","0.5","2.0","Crude Rate"
"Michigan","2023-24","2023-12-16","18-49 years","All","All","0.9","2.9","Crude Rate"
"Michigan","2023-24","2023-12-23","18-49 years","All","All","0.4","3.3","Crude Rate"
"Michigan","2023-24","2023-12-30","18-49 years","All","All","0.5","3.8","Crude Rate"
"Michigan","2023-24","2024-01-06","18-49 years","All","All","0.5","4.4","Crude Rate"
"Michigan","2023-24","2024-01-13","18-49 years","All","All","0.4","4.7","Crude Rate"
"Michigan","2023-24","2024-01-20","18-49 years","All","All","0.2","4.9","Crude Rate"
"Michigan","2023-24","2024-01-27","18-49 years","All","All","0.2","5.1","Crude Rate"
"Michigan","2023-24","2024-02-03","18-49 years","All","All","0.4","5.5","Crude Rate"
"Michigan","2023-24","2024-02-10","18-49 years","All","All","0.2","5.6","Crude Rate"
"Michigan","2023-24","2024-02-17","18-49 years","All","All","0.0","5.6","Crude Rate"
"Michigan","2023-24","2024-02-24","18-49 years","All","All","0.2","5.8","Crude Rate"
"Michigan","2023-24","2024-03-02","18-49 years","All","All","0.4","6.2","Crude Rate"
"Michigan","2023-24","2024-03-09","18-49 years","All","All","0.7","6.9","Crude Rate"
"Michigan","2023-24","2024-03-16","18-49 years","All","All","0.0","6.9","Crude Rate"
"Michigan","2023-24","2024-03-23","18-49 years","All","All","0.0","6.9","Crude Rate"
"Michigan","2023-24","2024-03-30","18-49 years","All","All","0.2","7.1","Crude Rate"
"Michigan","2023-24","2024-04-06","18-49 years","All","All","0.0","7.1","Crude Rate"
"Michigan","2023-24","2024-04-13","18-49 years","All","All","0.0","7.1","Crude Rate"
"Michigan","2023-24","2024-04-20","18-49 years","All","All","0.0","7.1","Crude Rate"
"Michigan","2023-24","2024-04-27","18-49 years","All","All","0.0","7.1","Crude Rate"
"Michigan","2023-24","2024-05-04","18-49 years","All","All","0.0","7.1","Crude Rate"
"Michigan","2023-24","2024-05-11","18-49 years","All","All","0.0","7.1","Crude Rate"
"Michigan","2023-24","2024-05-18","18-49 years","All","All","0.0","7.1","Crude Rate"
"Michigan","2023-24","2024-05-25","18-49 years","All","All","0.0","7.1","Crude Rate"
"Michigan","2023-24","2024-06-01","18-49 years","All","All","0.0","7.1","Crude Rate"
"Michigan","2023-24","2024-06-08","18-49 years","All","All","0.0","7.1","Crude Rate"
"Michigan","2023-24","2024-06-15","18-49 years","All","All","0.0","7.1","Crude Rate"
"Michigan","2023-24","2024-06-22","18-49 years","All","All","0.0","7.1","Crude Rate"
"Michigan","2023-24","2024-06-29","18-49 years","All","All","0.0","7.1","Crude Rate"
"Michigan","2023-24","2024-07-06","18-49 years","All","All","0.0","7.1","Crude Rate"
"Michigan","2023-24","2024-07-13","18-49 years","All","All","0.0","7.1","Crude Rate"
"Michigan","2023-24","2024-07-20","18-49 years","All","All","0.0","7.1","Crude Rate"
"Michigan","2023-24","2024-07-27","18-49 years","All","All","0.0","7.1","Crude Rate"
"Michigan","2023-24","2024-08-03","18-49 years","All","All","0.0","7.1","Crude Rate"
"Michigan","2023-24","2024-08-10","18-49 years","All","All","0.0","7.1","Crude Rate"
"Michigan","2023-24","2024-08-17","18-49 years","All","All","0.0","7.1","Crude Rate"
"Michigan","2023-24","2024-08-24","18-49 years","All","All","0.0","7.1","Crude Rate"
"Michigan","2023-24","2024-08-31","18-49 years","All","All","0.0","7.1","Crude Rate"
"Michigan","2023-24","2024-09-07","18-49 years","All","All","0.0","7.1","Crude Rate"
"Michigan","2023-24","2024-09-14","18-49 years","All","All","0.0","7.1","Crude Rate"
"Michigan","2023-24","2024-09-21","18-49 years","All","All","0.0","7.1","Crude Rate"
"Michigan","2023-24","2024-09-28","18-49 years","All","All","0.0","7.1","Crude Rate"
"Minnesota","2023-24","2023-10-07","18-49 years","All","All","0.1","0.1","Crude Rate"
"Minnesota","2023-24","2023-10-14","18-49 years","All","All","0.1","0.2","Crude Rate"
"Minnesota","2023-24","2023-10-21","18-49 years","All","All","0.0","0.2","Crude Rate"
"Minnesota","2023-24","2023-10-28","18-49 years","All","All","0.1","0.3","Crude Rate"
"Minnesota","2023-24","2023-11-04","18-49 years","All","All","0.0","0.3","Crude Rate"
"Minnesota","2023-24","2023-11-11","18-49 years","All","All","0.1","0.4","Crude Rate"
"Minnesota","2023-24","2023-11-18","18-49 years","All","All","0.1","0.6","Crude Rate"
"Minnesota","2023-24","2023-11-25","18-49 years","All","All","0.0","0.6","Crude Rate"
"Minnesota","2023-24","2023-12-02","18-49 years","All","All","0.3","0.9","Crude Rate"
"Minnesota","2023-24","2023-12-09","18-49 years","All","All","0.7","1.6","Crude Rate"
"Minnesota","2023-24","2023-12-16","18-49 years","All","All","0.4","2.1","Crude Rate"
"Minnesota","2023-24","2023-12-23","18-49 years","All","All","0.5","2.6","Crude Rate"
"Minnesota","2023-24","2023-12-30","18-49 years","All","All","0.5","3.1","Crude Rate"
"Minnesota","2023-24","2024-01-06","18-49 years","All","All","0.7","3.8","Crude Rate"
"Minnesota","2023-24","2024-01-13","18-49 years","All","All","0.7","4.5","Crude Rate"
"Minnesota","2023-24","2024-01-20","18-49 years","All","All","0.4","4.9","Crude Rate"
"Minnesota","2023-24","2024-01-27","18-49 years","All","All","0.1","5.0","Crude Rate"
"Minnesota","2023-24","2024-02-03","18-49 years","All","All","0.2","5.2","Crude Rate"
"Minnesota","2023-24","2024-02-10","18-49 years","All","All","0.0","5.2","Crude Rate"
"Minnesota","2023-24","2024-02-17","18-49 years","All","All","0.2","5.5","Crude Rate"
"Minnesota","2023-24","2024-02-24","18-49 years","All","All","0.2","5.7","Crude Rate"
"Minnesota","2023-24","2024-03-02","18-49 years","All","All","0.2","5.9","Crude Rate"
"Minnesota","2023-24","2024-03-09","18-49 years","All","All","0.4","6.3","Crude Rate"
"Minnesota","2023-24","2024-03-16","18-49 years","All","All","0.1","6.4","Crude Rate"
"Minnesota","2023-24","2024-03-23","18-49 years","All","All","0.1","6.5","Crude Rate"
"Minnesota","2023-24","2024-03-30","18-49 years","All","All","0.1","6.7","Crude Rate"
"Minnesota","2023-24","2024-04-06","18-49 years","All","All","0.1","6.7","Crude Rate"
"Minnesota","2023-24","2024-04-13","18-49 years","All","All","0.1","6.8","Crude Rate"
"Minnesota","2023-24","2024-04-20","18-49 years","All","All","0.0","6.8","Crude Rate"
"Minnesota","2023-24","2024-04-27","18-49 years","All","All","0.0","6.8","Crude Rate"
"Minnesota","2023-24","2024-05-04","18-49 years","All","All","0.0","6.8","Crude Rate"
"Minnesota","2023-24","2024-05-11","18-49 years","All","All","0.0","6.8","Crude Rate"
"Minnesota","2023-24","2024-05-18","18-49 years","All","All","0.0","6.8","Crude Rate"
"Minnesota","2023-24","2024-05-25","18-49 years","All","All","0.0","6.8","Crude Rate"
"Minnesota","2023-24","2024-06-01","18-49 years","All","All","0.1","6.9","Crude Rate"
"Minnesota","2023-24","2024-06-08","18-49 years","All","All","0.0","6.9","Crude Rate"
"Minnesota","2023-24","2024-06-15","18-49 years","All","All","0.0","6.9","Crude Rate"
"Minnesota","2023-24","2024-06-22","18-49 years","All","All","0.0","6.9","Crude Rate"
"Minnesota","2023-24","2024-06-29","18-49 years","All","All","0.0","6.9","Crude Rate"
"Minnesota","2023-24","2024-07-06","18-49 years","All","All","0.0","6.9","Crude Rate"
"Minnesota","2023-24","2024-07-13","18-49 years","All","All","0.0","6.9","Crude Rate"
"Minnesota","2023-24","2024-07-20","18-49 years","All","All","0.0","6.9","Crude Rate"
"Minnesota","2023-24","2024-07-27","18-49 years","All","All","0.0","6.9","Crude Rate"
"Minnesota","2023-24","2024-08-03","18-49 years","All","All","0.0","6.9","Crude Rate"
"Minnesota","2023-24","2024-08-10","18-49 years","All","All","0.0","6.9","Crude Rate"
"Minnesota","2023-24","2024-08-17","18-49 years","All","All","0.0","6.9","Crude Rate"
"Minnesota","2023-24","2024-08-24","18-49 years","All","All","0.0","6.9","Crude Rate"
"Minnesota","2023-24","2024-08-31","18-49 years","All","All","0.0","6.9","Crude Rate"
"Minnesota","2023-24","2024-09-07","18-49 years","All","All","0.0","6.9","Crude Rate"
"Minnesota","2023-24","2024-09-14","18-49 years","All","All","0.0","6.9","Crude Rate"
"Minnesota","2023-24","2024-09-21","18-49 years","All","All","0.0","6.9","Crude Rate"
"Minnesota","2023-24","2024-09-28","18-49 years","All","All","0.0","6.9","Crude Rate"
"New Mexico","2023-24","2023-10-07","18-49 years","All","All","0.0","0.0","Crude Rate"
"New Mexico","2023-24","2023-10-14","18-49 years","All","All","0.0","0.0","Crude Rate"
"New Mexico","2023-24","2023-10-21","18-49 years","All","All","0.0","0.0","Crude Rate"
"New Mexico","2023-24","2023-10-28","18-49 years","All","All","0.0","0.0","Crude Rate"
"New Mexico","2023-24","2023-11-04","18-49 years","All","All","0.0","0.0","Crude Rate"
"New Mexico","2023-24","2023-11-11","18-49 years","All","All","0.0","0.0","Crude Rate"
"New Mexico","2023-24","2023-11-18","18-49 years","All","All","0.0","0.0","Crude Rate"
"New Mexico","2023-24","2023-11-25","18-49 years","All","All","0.0","0.0","Crude Rate"
"New Mexico","2023-24","2023-12-02","18-49 years","All","All","0.0","0.0","Crude Rate"
"New Mexico","2023-24","2023-12-09","18-49 years","All","All","0.0","0.0","Crude Rate"
"New Mexico","2023-24","2023-12-16","18-49 years","All","All","0.0","0.0","Crude Rate"
"New Mexico","2023-24","2023-12-23","18-49 years","All","All","0.7","0.7","Crude Rate"
"New Mexico","2023-24","2023-12-30","18-49 years","All","All","0.7","1.4","Crude Rate"
"New Mexico","2023-24","2024-01-06","18-49 years","All","All","0.7","2.1","Crude Rate"
"New Mexico","2023-24","2024-01-13","18-49 years","All","All","1.4","3.5","Crude Rate"
"New Mexico","2023-24","2024-01-20","18-49 years","All","All","0.7","4.1","Crude Rate"
"New Mexico","2023-24","2024-01-27","18-49 years","All","All","0.7","4.8","Crude Rate"
"New Mexico","2023-24","2024-02-03","18-49 years","All","All","0.0","4.8","Crude Rate"
"New Mexico","2023-24","2024-02-10","18-49 years","All","All","0.7","5.5","Crude Rate"
"New Mexico","2023-24","2024-02-17","18-49 years","All","All","0.0","5.5","Crude Rate"
"New Mexico","2023-24","2024-02-24","18-49 years","All","All","0.0","5.5","Crude Rate"
"New Mexico","2023-24","2024-03-02","18-49 years","All","All","0.0","5.5","Crude Rate"
"New Mexico","2023-24","2024-03-09","18-49 years","All","All","0.0","5.5","Crude Rate"
"New Mexico","2023-24","2024-03-16","18-49 years","All","All","0.0","5.5","Crude Rate"
"New Mexico","2023-24","2024-03-23","18-49 years","All","All","0.7","6.2","Crude Rate"
"New Mexico","2023-24","2024-03-30","18-49 years","All","All","0.0","6.2","Crude Rate"
"New Mexico","2023-24","2024-04-06","18-49 years","All","All","0.0","6.2","Crude Rate"
"New Mexico","2023-24","2024-04-13","18-49 years","All","All","0.0","6.2","Crude Rate"
"New Mexico","2023-24","2024-04-20","18-49 years","All","All","0.0","6.2","Crude Rate"
"New Mexico","2023-24","2024-04-27","18-49 years","All","All","0.0","6.2","Crude Rate"
"New Mexico","2023-24","2024-05-04","18-49 years","All","All","0.0","6.2","Crude Rate"
"New Mexico","2023-24","2024-05-11","18-49 years","All","All","0.0","6.2","Crude Rate"
"New Mexico","2023-24","2024-05-18","18-49 years","All","All","0.0","6.2","Crude Rate"
"New Mexico","2023-24","2024-05-25","18-49 years","All","All","0.0","6.2","Crude Rate"
"New Mexico","2023-24","2024-06-01","18-49 years","All","All","0.0","6.2","Crude Rate"
"New Mexico","2023-24","2024-06-08","18-49 years","All","All","0.0","6.2","Crude Rate"
"New Mexico","2023-24","2024-06-15","18-49 years","All","All","0.0","6.2","Crude Rate"
"New Mexico","2023-24","2024-06-22","18-49 years","All","All","0.0","6.2","Crude Rate"
"New Mexico","2023-24","2024-06-29","18-49 years","All","All","0.0","6.2","Crude Rate"
"New Mexico","2023-24","2024-07-06","18-49 years","All","All","0.0","6.2","Crude Rate"
"New Mexico","2023-24","2024-07-13","18-49 years","All","All","0.0","6.2","Crude Rate"
"New Mexico","2023-24","2024-07-20","18-49 years","All","All","0.0","6.2","Crude Rate"
"New Mexico","2023-24","2024-07-27","18-49 years","All","All","0.0","6.2","Crude Rate"
"New Mexico","2023-24","2024-08-03","18-49 years","All","All","0.0","6.2","Crude Rate"
"New Mexico","2023-24","2024-08-10","18-49 years","All","All","0.0","6.2","Crude Rate"
"New Mexico","2023-24","2024-08-17","18-49 years","All","All","0.0","6.2","Crude Rate"
"New Mexico","2023-24","2024-08-24","18-49 years","All","All","0.0","6.2","Crude Rate"
"New Mexico","2023-24","2024-08-31","18-49 years","All","All","0.0","6.2","Crude Rate"
"New Mexico","2023-24","2024-09-07","18-49 years","All","All","0.0","6.2","Crude Rate"
"New Mexico","2023-24","2024-09-14","18-49 years","All","All","0.0","6.2","Crude Rate"
"New Mexico","2023-24","2024-09-21","18-49 years","All","All","0.0","6.2","Crude Rate"
"New Mexico","2023-24","2024-09-28","18-49 years","All","All","0.0","6.2","Crude Rate"
"New York","2023-24","2023-10-07","18-49 years","All","All","0.0","0.0","Crude Rate"
"New York","2023-24","2023-10-14","18-49 years","All","All","0.2","0.2","Crude Rate"
"New York","2023-24","2023-10-21","18-49 years","All","All","0.1","0.3","Crude Rate"
"New York","2023-24","2023-10-28","18-49 years","All","All","0.0","0.3","Crude Rate"
"New York","2023-24","2023-11-04","18-49 years","All","All","0.0","0.3","Crude Rate"
"New York","2023-24","2023-11-11","18-49 years","All","All","0.2","0.6","Crude Rate"
"New York","2023-24","2023-11-18","18-49 years","All","All","0.7","1.2","Crude Rate"
"New York","2023-24","2023-11-25","18-49 years","All","All","0.4","1.7","Crude Rate"
"New York","2023-24","2023-12-02","18-49 years","All","All","0.3","2.0","Crude Rate"
"New York","2023-24","2023-12-09","18-49 years","All","All","0.8","2.8","Crude Rate"
"New York","2023-24","2023-12-16","18-49 years","All","All","0.8","3.6","Crude Rate"
"New York","2023-24","2023-12-23","18-49 years","All","All","1.0","4.6","Crude Rate"
"New York","2023-24","2023-12-30","18-49 years","All","All","0.9","5.5","Crude Rate"
"New York","2023-24","2024-01-06","18-49 years","All","All","0.3","5.8","Crude Rate"
"New York","2023-24","2024-01-13","18-49 years","All","All","1.2","7.1","Crude Rate"
"New York","2023-24","2024-01-20","18-49 years","All","All","0.4","7.5","Crude Rate"
"New York","2023-24","2024-01-27","18-49 years","All","All","0.6","8.1","Crude Rate"
"New York","2023-24","2024-02-03","18-49 years","All","All","0.2","8.3","Crude Rate"
"New York","2023-24","2024-02-10","18-49 years","All","All","0.7","9.0","Crude Rate"
"New York","2023-24","2024-02-17","18-49 years","All","All","0.2","9.2","Crude Rate"
"New York","2023-24","2024-02-24","18-49 years","All","All","0.3","9.5","Crude Rate"
"New York","2023-24","2024-03-02","18-49 years","All","All","0.6","10.1","Crude Rate"
"New York","2023-24","2024-03-09","18-49 years","All","All","0.0","10.1","Crude Rate"
"New York","2023-24","2024-03-16","18-49 years","All","All","0.0","10.1","Crude Rate"
"New York","2023-24","2024-03-23","18-49 years","All","All","0.1","10.2","Crude Rate"
"New York","2023-24","2024-03-30","18-49 years","All","All","0.0","10.2","Crude Rate"
"New York","2023-24","2024-04-06","18-49 years","All","All","0.1","10.3","Crude Rate"
"New York","2023-24","2024-04-13","18-49 years","All","All","0.0","10.3","Crude Rate"
"New York","2023-24","2024-04-20","18-49 years","All","All","0.0","10.3","Crude Rate"
"New York","2023-24","2024-04-27","18-49 years","All","All","0.0","10.3","Crude Rate"
"New York","2023-24","2024-05-04","18-49 years","All","All","0.0","10.3","Crude Rate"
"New York","2023-24","2024-05-11","18-49 years","All","All","0.0","10.3","Crude Rate"
"New York","2023-24","2024-05-18","18-49 years","All","All","0.1","10.4","Crude Rate"
"New York","2023-24","2024-05-25","18-49 years","All","All","0.0","10.4","Crude Rate"
"New York","2023-24","2024-06-01","18-49 years","All","All","0.0","10.4","Crude Rate"
"New York","2023-24","2024-06-08","18-49 years","All","All","0.1","10.5","Crude Rate"
"New York","2023-24","2024-06-15","18-49 years","All","All","0.0","10.5","Crude Rate"
"New York","2023-24","2024-06-22","18-49 years","All","All","0.1","10.7","Crude Rate"
"New York","2023-24","2024-06-29","18-49 years","All","All","0.0","10.7","Crude Rate"
"New York","2023-24","2024-07-06","18-49 years","All","All","0.0","10.7","Crude Rate"
"New York","2023-24","2024-07-13","18-49 years","All","All","0.0","10.7","Crude Rate"
"New York","2023-24","2024-07-20","18-49 years","All","All","0.0","10.7","Crude Rate"
"New York","2023-24","2024-07-27","18-49 years","All","All","0.0","10.7","Crude Rate"
"New York","2023-24","2024-08-03","18-49 years","All","All","0.0","10.7","Crude Rate"
"New York","2023-24","2024-08-10","18-49 years","All","All","0.0","10.7","Crude Rate"
"New York","2023-24","2024-08-17","18-49 years","All","All","0.0","10.7","Crude Rate"
"New York","2023-24","2024-08-24","18-49 years","All","All","0.0","10.7","Crude Rate"
"New York","2023-24","2024-08-31","18-49 years","All","All","0.0","10.7","Crude Rate"
"New York","2023-24","2024-09-07","18-49 years","All","All","0.0","10.7","Crude Rate"
"New York","2023-24","2024-09-14","18-49 years","All","All","0.0","10.7","Crude Rate"
"New York","2023-24","2024-09-21","18-49 years","All","All","0.0","10.7","Crude Rate"
"New York","2023-24","2024-09-28","18-49 years","All","All","0.0","10.7","Crude Rate"
"Oregon","2023-24","2023-10-07","18-49 years","All","All","0.1","0.1","Crude Rate"
"Oregon","2023-24","2023-10-14","18-49 years","All","All","0.0","0.1","Crude Rate"
"Oregon","2023-24","2023-10-21","18-49 years","All","All","0.0","0.1","Crude Rate"
"Oregon","2023-24","2023-10-28","18-49 years","All","All","0.1","0.2","Crude Rate"
"Oregon","2023-24","2023-11-04","18-49 years","All","All","0.2","0.5","Crude Rate"
"Oregon","2023-24","2023-11-11","18-49 years","All","All","0.1","0.6","Crude Rate"
"Oregon","2023-24","2023-11-18","18-49 years","All","All","0.1","0.7","Crude Rate"
"Oregon","2023-24","2023-11-25","18-49 years","All","All","0.5","1.2","Crude Rate"
"Oregon","2023-24","2023-12-02","18-49 years","All","All","0.5","1.7","Crude Rate"
"Oregon","2023-24","2023-12-09","18-49 years","All","All","0.2","1.9","Crude Rate"
"Oregon","2023-24","2023-12-16","18-49 years","All","All","0.1","2.0","Crude Rate"
"Oregon","2023-24","2023-12-23","18-49 years","All","All","0.1","2.2","Crude Rate"
"Oregon","2023-24","2023-12-30","18-49 years","All","All","0.1","2.3","Crude Rate"
"Oregon","2023-24","2024-01-06","18-49 years","All","All","0.4","2.6","Crude Rate"
"Oregon","2023-24","2024-01-13","18-49 years","All","All","0.6","3.2","Crude Rate"
"Oregon","2023-24","2024-01-20","18-49 years","All","All","0.2","3.5","Crude Rate"
"Oregon","2023-24","2024-01-27","18-49 years","All","All","0.5","3.9","Crude Rate"
"Oregon","2023-24","2024-02-03","18-49 years","All","All","0.0","3.9","Crude Rate"
"Oregon","2023-24","2024-02-10","18-49 years","All","All","0.0","3.9","Crude Rate"
"Oregon","2023-24","2024-02-17","18-49 years","All","All","0.2","4.2","Crude Rate"
"Oregon","2023-24","2024-02-24","18-49 years","All","All","0.1","4.3","Crude Rate"
"Oregon","2023-24","2024-03-02","18-49 years","All","All","0.1","4.4","Crude Rate"
"Oregon","2023-24","2024-03-09","18-49 years","All","All","0.1","4.5","Crude Rate"
"Oregon","2023-24","2024-03-16","18-49 years","All","All","0.2","4.8","Crude Rate"
"Oregon","2023-24","2024-03-23","18-49 years","All","All","0.1","4.9","Crude Rate"
"Oregon","2023-24","2024-03-30","18-49 years","All","All","0.0","4.9","Crude Rate"
"Oregon","2023-24","2024-04-06","18-49 years","All","All","0.0","4.9","Crude Rate"
"Oregon","2023-24","2024-04-13","18-49 years","All","All","0.0","4.9","Crude Rate"
"Oregon","2023-24","2024-04-20","18-49 years","All","All","0.1","5.0","Crude Rate"
"Oregon","2023-24","2024-04-27","18-49 years","All","All","0.0","5.0","Crude Rate"
"Oregon","2023-24","2024-05-04","18-49 years","All","All","0.0","5.0","Crude Rate"
"Oregon","2023-24","2024-05-11","18-49 years","All","All","0.0","5.0","Crude Rate"
"Oregon","2023-24","2024-05-18","18-49 years","All","All","0.0","5.0","Crude Rate"
"Oregon","2023-24","2024-05-25","18-49 years","All","All","0.0","5.0","Crude Rate"
"Oregon","2023-24","2024-06-01","18-49 years","All","All","0.0","5.0","Crude Rate"
"Oregon","2023-24","2024-06-08","18-49 years","All","All","0.0","5.0","Crude Rate"
"Oregon","2023-24","2024-06-15","18-49 years","All","All","0.0","5.0","Crude Rate"
"Oregon","2023-24","2024-06-22","18-49 years","All","All","0.0","5.0","Crude Rate"
"Oregon","2023-24","2024-06-29","18-49 years","All","All","0.0","5.0","Crude Rate"
"Oregon","2023-24","2024-07-06","18-49 years","All","All","0.0","5.0","Crude Rate"
"Oregon","2023-24","2024-07-13","18-49 years","All","All","0.0","5.0","Crude Rate"
"Oregon","2023-24","2024-07-20","18-49 years","All","All","0.0","5.0","Crude Rate"
"Oregon","2023-24","2024-07-27","18-49 years","All","All","0.0","5.0","Crude Rate"
"Oregon","2023-24","2024-08-03","18-49 years","All","All","0.0","5.0","Crude Rate"
"Oregon","2023-24","2024-08-10","18-49 years","All","All","0.0","5.0","Crude Rate"
"Oregon","2023-24","2024-08-17","18-49 years","All","All","0.0","5.0","Crude Rate"
"Oregon","2023-24","2024-08-24","18-49 years","All","All","0.0","5.0","Crude Rate"
"Oregon","2023-24","2024-08-31","18-49 years","All","All","0.0","5.0","Crude Rate"
"Oregon","2023-24","2024-09-07","18-49 years","All","All","0.0","5.0","Crude Rate"
"Oregon","2023-24","2024-09-14","18-49 years","All","All","0.0","5.0","Crude Rate"
"Oregon","2023-24","2024-09-21","18-49 years","All","All","0.0","5.0","Crude Rate"
"Oregon","2023-24","2024-09-28","18-49 years","All","All","0.0","5.0","Crude Rate"
"Tennessee","2023-24","2023-10-07","18-49 years","All","All","0.0","0.0","Crude Rate"
"Tennessee","2023-24","2023-10-14","18-49 years","All","All","0.2","0.2","Crude Rate"
"Tennessee","2023-24","2023-10-21","18-49 years","All","All","0.5","0.7","Crude Rate"
"Tennessee","2023-24","2023-10-28","18-49 years","All","All","0.2","0.9","Crude Rate"
"Tennessee","2023-24","2023-11-04","18-49 years","All","All","0.0","0.9","Crude Rate"
"Tennessee","2023-24","2023-11-11","18-49 years","All","All","0.2","1.2","Crude Rate"
"Tennessee","2023-24","2023-11-18","18-49 years","All","All","0.2","1.4","Crude Rate"
"Tennessee","2023-24","2023-11-25","18-49 years","All","All","0.1","1.5","Crude Rate"
"Tennessee","2023-24","2023-12-02","18-49 years","All","All","0.2","1.8","Crude Rate"
"Tennessee","2023-24","2023-12-09","18-49 years","All","All","0.5","2.2","Crude Rate"
"Tennessee","2023-24","2023-12-16","18-49 years","All","All","0.2","2.5","Crude Rate"
"Tennessee","2023-24","2023-12-23","18-49 years","All","All","0.1","2.6","Crude Rate"
"Tennessee","2023-24","2023-12-30","18-49 years","All","All","0.1","2.7","Crude Rate"
"Tennessee","2023-24","2024-01-06","18-49 years","All","All","0.2","2.9","Crude Rate"
"Tennessee","2023-24","2024-01-13","18-49 years","All","All","0.6","3.5","Crude Rate"
"Tennessee","2023-24","2024-01-20","18-49 years","All","All","0.1","3.6","Crude Rate"
"Tennessee","2023-24","2024-01-27","18-49 years","All","All","0.1","3.7","Crude Rate"
"Tennessee","2023-24","2024-02-03","18-49 years","All","All","0.4","4.1","Crude Rate"
"Tennessee","2023-24","2024-02-10","18-49 years","All","All","0.0","4.1","Crude Rate"
"Tennessee","2023-24","2024-02-17","18-49 years","All","All","0.1","4.2","Crude Rate"
"Tennessee","2023-24","2024-02-24","18-49 years","All","All","0.0","4.2","Crude Rate"
"Tennessee","2023-24","2024-03-02","18-49 years","All","All","0.0","4.2","Crude Rate"
"Tennessee","2023-24","2024-03-09","18-49 years","All","All","0.0","4.2","Crude Rate"
"Tennessee","2023-24","2024-03-16","18-49 years","All","All","0.0","4.2","Crude Rate"
"Tennessee","2023-24","2024-03-23","18-49 years","All","All","0.0","4.2","Crude Rate"
"Tennessee","2023-24","2024-03-30","18-49 years","All","All","0.0","4.2","Crude Rate"
"Tennessee","2023-24","2024-04-06","18-49 years","All","All","0.0","4.2","Crude Rate"
"Tennessee","2023-24","2024-04-13","18-49 years","All","All","0.1","4.3","Crude Rate"
"Tennessee","2023-24","2024-04-20","18-49 years","All","All","0.1","4.4","Crude Rate"
"Tennessee","2023-24","2024-04-27","18-49 years","All","All","0.0","4.4","Crude Rate"
"Tennessee","2023-24","2024-05-04","18-49 years","All","All","0.1","4.6","Crude Rate"
"Tennessee","2023-24","2024-05-11","18-49 years","All","All","0.0","4.6","Crude Rate"
"Tennessee","2023-24","2024-05-18","18-49 years","All","All","0.0","4.6","Crude Rate"
"Tennessee","2023-24","2024-05-25","18-49 years","All","All","0.0","4.6","Crude Rate"
"Tennessee","2023-24","2024-06-01","18-49 years","All","All","0.0","4.6","Crude Rate"
"Tennessee","2023-24","2024-06-08","18-49 years","All","All","0.0","4.6","Crude Rate"
"Tennessee","2023-24","2024-06-15","18-49 years","All","All","0.0","4.6","Crude Rate"
"Tennessee","2023-24","2024-06-22","18-49 years","All","All","0.0","4.6","Crude Rate"
"Tennessee","2023-24","2024-06-29","18-49 years","All","All","0.0","4.6","Crude Rate"
"Tennessee","2023-24","2024-07-06","18-49 years","All","All","0.0","4.6","Crude Rate"
"Tennessee","2023-24","2024-07-13","18-49 years","All","All","0.0","4.6","Crude Rate"
"Tennessee","2023-24","2024-07-20","18-49 years","All","All","0.0","4.6","Crude Rate"
"Tennessee","2023-24","2024-07-27","18-49 years","All","All","0.1","4.7","Crude Rate"
"Tennessee","2023-24","2024-08-03","18-49 years","All","All","0.0","4.7","Crude Rate"
"Tennessee","2023-24","2024-08-10","18-49 years","All","All","0.0","4.7","Crude Rate"
"Tennessee","2023-24","2024-08-17","18-49 years","All","All","0.0","4.7","Crude Rate"
"Tennessee","2023-24","2024-08-24","18-49 years","All","All","0.0","4.7","Crude Rate"
"Tennessee","2023-24","2024-08-31","18-49 years","All","All","0.0","4.7","Crude Rate"
"Tennessee","2023-24","2024-09-07","18-49 years","All","All","0.0","4.7","Crude Rate"
"Tennessee","2023-24","2024-09-14","18-49 years","All","All","0.0","4.7","Crude Rate"
"Tennessee","2023-24","2024-09-21","18-49 years","All","All","0.0","4.7","Crude Rate"
"Tennessee","2023-24","2024-09-28","18-49 years","All","All","0.0","4.7","Crude Rate"
