"states","year","week","label","m1","m1_flag","m2","m2_flag","m3","m3_flag","m4","m4_flag","location1","location2","sort_order","geocode"
"INDIANA","2022","6","Hepatitis C, perinatal infection",,"-","2","-",,"-","3","-","INDIANA",,"20220603096","POINT (-86.2818 39.919991)"
"MICHIGAN","2022","6","Hepatitis C, perinatal infection",,"-","2","-",,"-","1","-","MICHIGAN",,"20220603097","POINT (-85.730977 44.874798)"
"OHIO","2022","6","Hepatitis C, perinatal infection",,"-","4","-","2","-","3","-","OHIO",,"20220603098","POINT (-82.70936 40.415534)"
"WISCONSIN","2022","6","Hepatitis C, perinatal infection",,"-","0","-",,"-",,"-","WISCONSIN",,"20220603099","POINT (-89.732969 44.639954)"
"WEST NORTH CENTRAL","2022","6","Hepatitis C, perinatal infection",,"-","1","-",,"-",,"-",,"WEST NORTH CENTRAL","20220603100",
"IOWA","2022","6","Hepatitis C, perinatal infection",,"-","0","-",,"-",,"-","IOWA",,"20220603101","POINT (-93.500061 42.074659)"
"KANSAS","2022","6","Hepatitis C, perinatal infection",,"-","0","-",,"-",,"-","KANSAS",,"20220603102","POINT (-98.38018 38.484729)"
"MINNESOTA","2022","6","Hepatitis C, perinatal infection",,"-","1","-",,"-",,"-","MINNESOTA",,"20220603103","POINT (-94.198308 46.349153)"
"MISSOURI","2022","6","Hepatitis C, perinatal infection",,"-","0","-",,"-",,"-","MISSOURI",,"20220603104","POINT (-92.477244 38.3675)"
"NEBRASKA","2022","6","Hepatitis C, perinatal infection",,"-","0","-",,"-",,"-","NEBRASKA",,"20220603105","POINT (-99.810595 41.527099)"
"NORTH DAKOTA","2022","6","Hepatitis C, perinatal infection",,"-","0","-",,"-",,"-","NORTH DAKOTA",,"20220603106","POINT (-100.46931 47.446305)"
"SOUTH DAKOTA","2022","6","Hepatitis C, perinatal infection",,"-","0","-",,"-",,"-","SOUTH DAKOTA",,"20220603107","POINT (-100.230491 44.43614)"
"SOUTH ATLANTIC","2022","6","Hepatitis C, perinatal infection",,"-","3","-","1","-","3","-",,"SOUTH ATLANTIC","20220603108",
"DELAWARE","2022","6","Hepatitis C, perinatal infection",,"-","1","-",,"-",,"-","DELAWARE",,"20220603109","POINT (-75.452394 38.994926)"
"DISTRICT OF COLUMBIA","2022","6","Hepatitis C, perinatal infection",,"-","0","-",,"-",,"-","DISTRICT OF COLUMBIA",,"20220603110","POINT (-77.016275 38.904785)"
"FLORIDA","2022","6","Hepatitis C, perinatal infection",,"-","1","-","1","-","2","-","FLORIDA",,"20220603111","POINT (-82.420978 28.260731)"
"GEORGIA","2022","6","Hepatitis C, perinatal infection",,"-","1","-",,"-",,"-","GEORGIA",,"20220603112","POINT (-83.426574 32.638481)"
"MARYLAND","2022","6","Hepatitis C, perinatal infection",,"-","2","-",,"-","1","-","MARYLAND",,"20220603113","POINT (-76.687282 38.946466)"
"NORTH CAROLINA","2022","6","Hepatitis C, perinatal infection",,"-","0","-",,"-",,"-","NORTH CAROLINA",,"20220603114","POINT (-79.130883 35.52603)"
"SOUTH CAROLINA","2022","6","Hepatitis C, perinatal infection",,"-","1","-",,"-",,"-","SOUTH CAROLINA",,"20220603115","POINT (-80.864614 33.878572)"
"VIRGINIA","2022","6","Hepatitis C, perinatal infection",,"-","2","-",,"-",,"-","VIRGINIA",,"20220603116","POINT (-78.666382 37.510861)"
"WEST VIRGINIA","2022","6","Hepatitis C, perinatal infection",,"-","0","-",,"-",,"-","WEST VIRGINIA",,"20220603117","POINT (-80.613729 38.642579)"
"EAST SOUTH CENTRAL","2022","6","Hepatitis C, perinatal infection",,"-","2","-",,"-","2","-",,"EAST SOUTH CENTRAL","20220603118",
"ALABAMA","2022","6","Hepatitis C, perinatal infection",,"-","0","-",,"-",,"-","ALABAMA",,"20220603119","POINT (-86.844516 32.756889)"
"KENTUCKY","2022","6","Hepatitis C, perinatal infection",,"-","0","-",,"-",,"-","KENTUCKY",,"20220603120","POINT (-85.290484 37.526683)"
"MISSISSIPPI","2022","6","Hepatitis C, perinatal infection",,"-","0","-",,"-",,"-","MISSISSIPPI",,"20220603121","POINT (-89.65344 32.713378)"
"TENNESSEE","2022","6","Hepatitis C, perinatal infection",,"-","2","-",,"-","2","-","TENNESSEE",,"20220603122","POINT (-86.343226 35.842998)"
"WEST SOUTH CENTRAL","2022","6","Hepatitis C, perinatal infection",,"-","0","-",,"-",,"-",,"WEST SOUTH CENTRAL","20220603123",
"ARKANSAS","2022","6","Hepatitis C, perinatal infection",,"-","0","-",,"-",,"-","ARKANSAS",,"20220603124","POINT (-92.439162 34.899825)"
"LOUISIANA","2022","6","Hepatitis C, perinatal infection",,"-","0","-",,"-",,"-","LOUISIANA",,"20220603125","POINT (-91.840238 30.921314)"
"OKLAHOMA","2022","6","Hepatitis C, perinatal infection",,"-","0","-",,"-",,"-","OKLAHOMA",,"20220603126","POINT (-97.508297 35.583449)"
"TEXAS","2022","6","Hepatitis C, perinatal infection",,"N",,"NC",,"N",,"N","TEXAS",,"20220603127","POINT (-99.317341 31.447238)"
"MOUNTAIN","2022","6","Hepatitis C, perinatal infection",,"-","1","-",,"-","3","-",,"MOUNTAIN","20220603128",
"ARIZONA","2022","6","Hepatitis C, perinatal infection",,"-","0","-",,"-",,"-","ARIZONA",,"20220603129","POINT (-111.664616 34.293239)"
"COLORADO","2022","6","Hepatitis C, perinatal infection",,"-","1","-",,"-","2","-","COLORADO",,"20220603130","POINT (-105.547832 38.998552)"
"IDAHO","2022","6","Hepatitis C, perinatal infection",,"-","0","-",,"-",,"-","IDAHO",,"20220603131","POINT (-114.659366 44.389073)"
"MONTANA","2022","6","Hepatitis C, perinatal infection",,"-","0","-",,"-",,"-","MONTANA",,"20220603132","POINT (-109.645127 47.033521)"
"NEVADA","2022","6","Hepatitis C, perinatal infection",,"-","1","-",,"-","1","-","NEVADA",,"20220603133","POINT (-114.916992 39.283294)"
"NEW MEXICO","2022","6","Hepatitis C, perinatal infection",,"-","0","-",,"-",,"-","NEW MEXICO",,"20220603134","POINT (-106.108388 34.421369)"
"UTAH","2022","6","Hepatitis C, perinatal infection",,"-","1","-",,"-",,"-","UTAH",,"20220603135","POINT (-111.678222 39.323779)"
"WYOMING","2022","6","Hepatitis C, perinatal infection",,"-","0","-",,"-",,"-","WYOMING",,"20220603136","POINT (-107.55145 42.999627)"
"PACIFIC","2022","6","Hepatitis C, perinatal infection",,"-","2","-",,"-",,"-",,"PACIFIC","20220603137",
"ALASKA","2022","6","Hepatitis C, perinatal infection",,"-","1","-",,"-",,"-","ALASKA",,"20220603138","POINT (-151.631889 63.631126)"
"CALIFORNIA","2022","6","Hepatitis C, perinatal infection",,"-","2","-",,"-",,"-","CALIFORNIA",,"20220603139","POINT (-119.662127 37.211164)"
"HAWAII","2022","6","Hepatitis C, perinatal infection",,"-","0","-",,"-",,"-","HAWAII",,"20220603140","POINT (-157.854309 21.361013)"
"OREGON","2022","6","Hepatitis C, perinatal infection",,"-","0","-",,"-",,"-","OREGON",,"20220603141","POINT (-120.605279 43.940449)"
"WASHINGTON","2022","6","Hepatitis C, perinatal infection",,"-","1","-",,"-",,"-","WASHINGTON",,"20220603142","POINT (-120.592492 47.411715)"
"US TERRITORIES","2022","6","Hepatitis C, perinatal infection",,"-","0","-",,"-",,"-",,"US TERRITORIES","20220603143",
"AMERICAN SAMOA","2022","6","Hepatitis C, perinatal infection",,"-","0","-",,"-",,"-","AMERICAN SAMOA",,"20220603144",
"NORTHERN MARIANA ISLANDS","2022","6","Hepatitis C, perinatal infection",,"-","0","-",,"-",,"-","NORTHERN MARIANA ISLANDS",,"20220603145","POINT (145.725693 15.1834)"
"GUAM","2022","6","Hepatitis C, perinatal infection",,"-","0","-",,"-",,"-","GUAM",,"20220603146","POINT (144.653198 13.3532)"
"PUERTO RICO","2022","6","Hepatitis C, perinatal infection",,"-","0","-",,"-",,"-","PUERTO RICO",,"20220603147","POINT (-66.414655 18.215692)"
"U.S. VIRGIN ISLANDS","2022","6","Hepatitis C, perinatal infection",,"-","0","-",,"-",,"-","U.S. VIRGIN ISLANDS",,"20220603148",
"NON-US RESIDENTS","2022","6","Hepatitis C, perinatal infection",,"-","0","-",,"-",,"-",,"NON-US RESIDENTS","20220603149",
"TOTAL","2022","6","Hepatitis C, perinatal infection",,"-","6","-","3","-","16","-",,"TOTAL","20220603150",
"US RESIDENTS","2022","6","Hepatitis, A, acute","9","-","160","-","150","-","734","-",,"US RESIDENTS","20220603151",
"NEW ENGLAND","2022","6","Hepatitis, A, acute",,"-","4","-","2","-","20","-",,"NEW ENGLAND","20220603152",
"CONNECTICUT","2022","6","Hepatitis, A, acute",,"-","1","-",,"-","1","-","CONNECTICUT",,"20220603153","POINT (-72.738288 41.575155)"
"MAINE","2022","6","Hepatitis, A, acute",,"-","3","-","2","-","14","-","MAINE",,"20220603154","POINT (-69.06137 45.117911)"
"MASSACHUSETTS","2022","6","Hepatitis, A, acute",,"-","3","-",,"-","1","-","MASSACHUSETTS",,"20220603155","POINT (-71.481104 42.151077)"
"NEW HAMPSHIRE","2022","6","Hepatitis, A, acute",,"-","2","-",,"-",,"-","NEW HAMPSHIRE",,"20220603156","POINT (-71.57139 43.680429)"
"RHODE ISLAND","2022","6","Hepatitis, A, acute",,"-","0","-",,"-",,"-","RHODE ISLAND",,"20220603157","POINT (-71.534637 41.572574)"
"VERMONT","2022","6","Hepatitis, A, acute",,"-","1","-",,"-","4","-","VERMONT",,"20220603158","POINT (-72.662695 44.075252)"
"MIDDLE ATLANTIC","2022","6","Hepatitis, A, acute","4","-","29","-","37","-","33","-",,"MIDDLE ATLANTIC","20220603159",
"NEW JERSEY","2022","6","Hepatitis, A, acute",,"-","8","-",,"-","10","-","NEW JERSEY",,"20220603160","POINT (-74.655514 40.110253)"
"NEW YORK","2022","6","Hepatitis, A, acute",,"-","9","-","1","-","13","-","NEW YORK",,"20220603161","POINT (-75.59655 42.921241)"
"NEW YORK CITY","2022","6","Hepatitis, A, acute","4","-","7","-","18","-","7","-","NEW YORK CITY",,"20220603162",
"PENNSYLVANIA","2022","6","Hepatitis, A, acute",,"-","18","-","18","-","3","-","PENNSYLVANIA",,"20220603163","POINT (-77.838886 40.896694)"
"EAST NORTH CENTRAL","2022","6","Hepatitis, A, acute",,"-","11","-","5","-","27","-",,"EAST NORTH CENTRAL","20220603164",
"ILLINOIS","2022","6","Hepatitis, A, acute",,"-","4","-","1","-","10","-","ILLINOIS",,"20220603165","POINT (-89.148632 40.124144)"
"INDIANA","2022","6","Hepatitis, A, acute",,"-","5","-","1","-","12","-","INDIANA",,"20220603166","POINT (-86.2818 39.919991)"
"MICHIGAN","2022","6","Hepatitis, A, acute",,"-","3","-","2","-","3","-","MICHIGAN",,"20220603167","POINT (-85.730977 44.874798)"
"OHIO","2022","6","Hepatitis, A, acute",,"-","8","-","1","-","2","-","OHIO",,"20220603168","POINT (-82.70936 40.415534)"
"WISCONSIN","2022","6","Hepatitis, A, acute",,"-","1","-",,"-",,"-","WISCONSIN",,"20220603169","POINT (-89.732969 44.639954)"
"WEST NORTH CENTRAL","2022","6","Hepatitis, A, acute","3","-","17","-","20","-","111","-",,"WEST NORTH CENTRAL","20220603170",
"IOWA","2022","6","Hepatitis, A, acute",,"-","1","-",,"-","2","-","IOWA",,"20220603171","POINT (-93.500061 42.074659)"
"KANSAS","2022","6","Hepatitis, A, acute",,"-","14","-",,"-","89","-","KANSAS",,"20220603172","POINT (-98.38018 38.484729)"
"MINNESOTA","2022","6","Hepatitis, A, acute",,"-","2","-",,"-","1","-","MINNESOTA",,"20220603173","POINT (-94.198308 46.349153)"
"MISSOURI","2022","6","Hepatitis, A, acute","3","-","10","-","20","-","17","-","MISSOURI",,"20220603174","POINT (-92.477244 38.3675)"
"NEBRASKA","2022","6","Hepatitis, A, acute",,"-","1","-",,"-","1","-","NEBRASKA",,"20220603175","POINT (-99.810595 41.527099)"
"NORTH DAKOTA","2022","6","Hepatitis, A, acute",,"-","0","-",,"-","1","-","NORTH DAKOTA",,"20220603176","POINT (-100.46931 47.446305)"
"SOUTH DAKOTA","2022","6","Hepatitis, A, acute",,"-","1","-",,"-",,"-","SOUTH DAKOTA",,"20220603177","POINT (-100.230491 44.43614)"
"SOUTH ATLANTIC","2022","6","Hepatitis, A, acute","1","-","70","-","50","-","244","-",,"SOUTH ATLANTIC","20220603178",
"DELAWARE","2022","6","Hepatitis, A, acute",,"-","3","-","3","-","2","-","DELAWARE",,"20220603179","POINT (-75.452394 38.994926)"
"DISTRICT OF COLUMBIA","2022","6","Hepatitis, A, acute",,"-","0","-",,"-",,"-","DISTRICT OF COLUMBIA",,"20220603180","POINT (-77.016275 38.904785)"
"FLORIDA","2022","6","Hepatitis, A, acute",,"-","14","-","39","-","45","-","FLORIDA",,"20220603181","POINT (-82.420978 28.260731)"
"GEORGIA","2022","6","Hepatitis, A, acute","1","-","14","-","5","-","65","-","GEORGIA",,"20220603182","POINT (-83.426574 32.638481)"
"MARYLAND","2022","6","Hepatitis, A, acute",,"-","5","-",,"-","17","-","MARYLAND",,"20220603183","POINT (-76.687282 38.946466)"
"NORTH CAROLINA","2022","6","Hepatitis, A, acute",,"-","35","-",,"-","26","-","NORTH CAROLINA",,"20220603184","POINT (-79.130883 35.52603)"
"SOUTH CAROLINA","2022","6","Hepatitis, A, acute",,"-","24","-","2","-","68","-","SOUTH CAROLINA",,"20220603185","POINT (-80.864614 33.878572)"
"VIRGINIA","2022","6","Hepatitis, A, acute",,"-","20","-","1","-","18","-","VIRGINIA",,"20220603186","POINT (-78.666382 37.510861)"
"WEST VIRGINIA","2022","6","Hepatitis, A, acute",,"-","5","-",,"-","3","-","WEST VIRGINIA",,"20220603187","POINT (-80.613729 38.642579)"
"EAST SOUTH CENTRAL","2022","6","Hepatitis, A, acute",,"-","25","-","24","-","146","-",,"EAST SOUTH CENTRAL","20220603188",
"ALABAMA","2022","6","Hepatitis, A, acute",,"-","18","-","11","-","95","-","ALABAMA",,"20220603189","POINT (-86.844516 32.756889)"
"KENTUCKY","2022","6","Hepatitis, A, acute",,"-","4","-",,"-","2","-","KENTUCKY",,"20220603190","POINT (-85.290484 37.526683)"
"MISSISSIPPI","2022","6","Hepatitis, A, acute",,"-","11","-","9","-","46","-","MISSISSIPPI",,"20220603191","POINT (-89.65344 32.713378)"
"TENNESSEE","2022","6","Hepatitis, A, acute",,"-","5","-","4","-","3","-","TENNESSEE",,"20220603192","POINT (-86.343226 35.842998)"
"WEST SOUTH CENTRAL","2022","6","Hepatitis, A, acute","1","-","41","-","5","-","128","-",,"WEST SOUTH CENTRAL","20220603193",
"ARKANSAS","2022","6","Hepatitis, A, acute","1","-","24","-","2","-","58","-","ARKANSAS",,"20220603194","POINT (-92.439162 34.899825)"
"LOUISIANA","2022","6","Hepatitis, A, acute",,"-","11","-",,"-","49","-","LOUISIANA",,"20220603195","POINT (-91.840238 30.921314)"
"OKLAHOMA","2022","6","Hepatitis, A, acute",,"-","8","-",,"-",,"-","OKLAHOMA",,"20220603196","POINT (-97.508297 35.583449)"
"TEXAS","2022","6","Hepatitis, A, acute",,"-","19","-","3","-","21","-","TEXAS",,"20220603197","POINT (-99.317341 31.447238)"
"MOUNTAIN","2022","6","Hepatitis, A, acute",,"-","3","-","1","-","12","-",,"MOUNTAIN","20220603198",
"ARIZONA","2022","6","Hepatitis, A, acute",,"-","2","-","1","-","3","-","ARIZONA",,"20220603199","POINT (-111.664616 34.293239)"
"COLORADO","2022","6","Hepatitis, A, acute",,"-","1","-",,"-","3","-","COLORADO",,"20220603200","POINT (-105.547832 38.998552)"
"IDAHO","2022","6","Hepatitis, A, acute",,"-","0","-",,"-","1","-","IDAHO",,"20220603201","POINT (-114.659366 44.389073)"
"MONTANA","2022","6","Hepatitis, A, acute",,"-","1","-",,"-",,"-","MONTANA",,"20220603202","POINT (-109.645127 47.033521)"
"NEVADA","2022","6","Hepatitis, A, acute",,"-","1","-",,"-","1","-","NEVADA",,"20220603203","POINT (-114.916992 39.283294)"
"NEW MEXICO","2022","6","Hepatitis, A, acute",,"-","1","-",,"-","1","-","NEW MEXICO",,"20220603204","POINT (-106.108388 34.421369)"
"UTAH","2022","6","Hepatitis, A, acute",,"-","2","-",,"-","2","-","UTAH",,"20220603205","POINT (-111.678222 39.323779)"
"WYOMING","2022","6","Hepatitis, A, acute",,"-","0","-",,"-","1","-","WYOMING",,"20220603206","POINT (-107.55145 42.999627)"
"PACIFIC","2022","6","Hepatitis, A, acute",,"-","6","-","6","-","13","-",,"PACIFIC","20220603207",
"ALASKA","2022","6","Hepatitis, A, acute",,"-","0","-",,"-","1","-","ALASKA",,"20220603208","POINT (-151.631889 63.631126)"
"CALIFORNIA","2022","6","Hepatitis, A, acute",,"-","5","-","3","-","6","-","CALIFORNIA",,"20220603209","POINT (-119.662127 37.211164)"
"HAWAII","2022","6","Hepatitis, A, acute",,"-","1","-",,"-","1","-","HAWAII",,"20220603210","POINT (-157.854309 21.361013)"
"OREGON","2022","6","Hepatitis, A, acute",,"-","2","-","1","-","3","-","OREGON",,"20220603211","POINT (-120.605279 43.940449)"
"WASHINGTON","2022","6","Hepatitis, A, acute",,"-","2","-","2","-","2","-","WASHINGTON",,"20220603212","POINT (-120.592492 47.411715)"
"US TERRITORIES","2022","6","Hepatitis, A, acute",,"-","1","-",,"-","1","-",,"US TERRITORIES","20220603213",
"AMERICAN SAMOA","2022","6","Hepatitis, A, acute",,"-","0","-",,"-",,"-","AMERICAN SAMOA",,"20220603214",
"NORTHERN MARIANA ISLANDS","2022","6","Hepatitis, A, acute",,"-","0","-",,"-",,"-","NORTHERN MARIANA ISLANDS",,"20220603215","POINT (145.725693 15.1834)"
"GUAM","2022","6","Hepatitis, A, acute",,"-","1","-",,"-",,"-","GUAM",,"20220603216","POINT (144.653198 13.3532)"
"PUERTO RICO","2022","6","Hepatitis, A, acute",,"-","1","-",,"-","1","-","PUERTO RICO",,"20220603217","POINT (-66.414655 18.215692)"
"U.S. VIRGIN ISLANDS","2022","6","Hepatitis, A, acute",,"-","0","-",,"-",,"-","U.S. VIRGIN ISLANDS",,"20220603218",
"NON-US RESIDENTS","2022","6","Hepatitis, A, acute",,"-","0","-",,"-","1","-",,"NON-US RESIDENTS","20220603219",
"TOTAL","2022","6","Hepatitis, A, acute","9","-","160","-","150","-","736","-",,"TOTAL","20220603220",
"US RESIDENTS","2022","6","Hepatitis, B, acute","1","-","59","-","102","-","184","-",,"US RESIDENTS","20220603221",
"NEW ENGLAND","2022","6","Hepatitis, B, acute",,"-","5","-","1","-","6","-",,"NEW ENGLAND","20220603222",
"CONNECTICUT","2022","6","Hepatitis, B, acute",,"-","0","-",,"-",,"-","CONNECTICUT",,"20220603223","POINT (-72.738288 41.575155)"
"MAINE","2022","6","Hepatitis, B, acute",,"-","5","-","1","-","3","-","MAINE",,"20220603224","POINT (-69.06137 45.117911)"
"MASSACHUSETTS","2022","6","Hepatitis, B, acute",,"-","1","-",,"-","2","-","MASSACHUSETTS",,"20220603225","POINT (-71.481104 42.151077)"
"NEW HAMPSHIRE","2022","6","Hepatitis, B, acute",,"-","0","-",,"-",,"-","NEW HAMPSHIRE",,"20220603226","POINT (-71.57139 43.680429)"
"RHODE ISLAND","2022","6","Hepatitis, B, acute",,"U",,"NC",,"U",,"U","RHODE ISLAND",,"20220603227","POINT (-71.534637 41.572574)"
"VERMONT","2022","6","Hepatitis, B, acute",,"-","0","-",,"-","1","-","VERMONT",,"20220603228","POINT (-72.662695 44.075252)"
"MIDDLE ATLANTIC","2022","6","Hepatitis, B, acute","1","-","8","-","14","-","6","-",,"MIDDLE ATLANTIC","20220603229",
"NEW JERSEY","2022","6","Hepatitis, B, acute",,"-","1","-",,"-",,"-","NEW JERSEY",,"20220603230","POINT (-74.655514 40.110253)"
"NEW YORK","2022","6","Hepatitis, B, acute",,"-","2","-","2","-",,"-","NEW YORK",,"20220603231","POINT (-75.59655 42.921241)"
"NEW YORK CITY","2022","6","Hepatitis, B, acute",,"-","8","-","3","-","4","-","NEW YORK CITY",,"20220603232",
"PENNSYLVANIA","2022","6","Hepatitis, B, acute","1","-","4","-","9","-","2","-","PENNSYLVANIA",,"20220603233","POINT (-77.838886 40.896694)"
"EAST NORTH CENTRAL","2022","6","Hepatitis, B, acute",,"-","12","-","10","-","31","-",,"EAST NORTH CENTRAL","20220603234",
"ILLINOIS","2022","6","Hepatitis, B, acute",,"-","2","-",,"-","4","-","ILLINOIS",,"20220603235","POINT (-89.148632 40.124144)"
"INDIANA","2022","6","Hepatitis, B, acute",,"-","7","-",,"-","9","-","INDIANA",,"20220603236","POINT (-86.2818 39.919991)"
"MICHIGAN","2022","6","Hepatitis, B, acute",,"-","2","-","4","-","7","-","MICHIGAN",,"20220603237","POINT (-85.730977 44.874798)"
"OHIO","2022","6","Hepatitis, B, acute",,"-","5","-","5","-","9","-","OHIO",,"20220603238","POINT (-82.70936 40.415534)"
"WISCONSIN","2022","6","Hepatitis, B, acute",,"-","3","-","1","-","2","-","WISCONSIN",,"20220603239","POINT (-89.732969 44.639954)"
"WEST NORTH CENTRAL","2022","6","Hepatitis, B, acute",,"-","4","-","6","-","2","-",,"WEST NORTH CENTRAL","20220603240",
"IOWA","2022","6","Hepatitis, B, acute",,"-","2","-","2","-",,"-","IOWA",,"20220603241","POINT (-93.500061 42.074659)"
"KANSAS","2022","6","Hepatitis, B, acute",,"-","0","-",,"-",,"-","KANSAS",,"20220603242","POINT (-98.38018 38.484729)"
"MINNESOTA","2022","6","Hepatitis, B, acute",,"-","1","-",,"-",,"-","MINNESOTA",,"20220603243","POINT (-94.198308 46.349153)"
"MISSOURI","2022","6","Hepatitis, B, acute",,"-","1","-","2","-","2","-","MISSOURI",,"20220603244","POINT (-92.477244 38.3675)"
"NEBRASKA","2022","6","Hepatitis, B, acute",,"-","2","-","2","-",,"-","NEBRASKA",,"20220603245","POINT (-99.810595 41.527099)"
"NORTH DAKOTA","2022","6","Hepatitis, B, acute",,"-","1","-",,"-",,"-","NORTH DAKOTA",,"20220603246","POINT (-100.46931 47.446305)"
"SOUTH DAKOTA","2022","6","Hepatitis, B, acute",,"-","1","-",,"-",,"-","SOUTH DAKOTA",,"20220603247","POINT (-100.230491 44.43614)"
"SOUTH ATLANTIC","2022","6","Hepatitis, B, acute",,"-","47","-","45","-","87","-",,"SOUTH ATLANTIC","20220603248",
"DELAWARE","2022","6","Hepatitis, B, acute",,"-","1","-",,"-","2","-","DELAWARE",,"20220603249","POINT (-75.452394 38.994926)"
"DISTRICT OF COLUMBIA","2022","6","Hepatitis, B, acute",,"U",,"NC",,"U",,"U","DISTRICT OF COLUMBIA",,"20220603250","POINT (-77.016275 38.904785)"
"FLORIDA","2022","6","Hepatitis, B, acute",,"-","45","-","41","-","58","-","FLORIDA",,"20220603251","POINT (-82.420978 28.260731)"
"GEORGIA","2022","6","Hepatitis, B, acute",,"-","8","-",,"-","8","-","GEORGIA",,"20220603252","POINT (-83.426574 32.638481)"
"MARYLAND","2022","6","Hepatitis, B, acute",,"-","2","-",,"-","2","-","MARYLAND",,"20220603253","POINT (-76.687282 38.946466)"
"NORTH CAROLINA","2022","6","Hepatitis, B, acute",,"-","4","-",,"-","5","-","NORTH CAROLINA",,"20220603254","POINT (-79.130883 35.52603)"
"SOUTH CAROLINA","2022","6","Hepatitis, B, acute",,"-","4","-","4","-","6","-","SOUTH CAROLINA",,"20220603255","POINT (-80.864614 33.878572)"
"VIRGINIA","2022","6","Hepatitis, B, acute",,"-","4","-",,"-","2","-","VIRGINIA",,"20220603256","POINT (-78.666382 37.510861)"
"WEST VIRGINIA","2022","6","Hepatitis, B, acute",,"-","3","-",,"-","4","-","WEST VIRGINIA",,"20220603257","POINT (-80.613729 38.642579)"
"EAST SOUTH CENTRAL","2022","6","Hepatitis, B, acute",,"-","11","-","10","-","30","-",,"EAST SOUTH CENTRAL","20220603258",
"ALABAMA","2022","6","Hepatitis, B, acute",,"-","5","-","1","-","2","-","ALABAMA",,"20220603259","POINT (-86.844516 32.756889)"
"KENTUCKY","2022","6","Hepatitis, B, acute",,"-","5","-","3","-","13","-","KENTUCKY",,"20220603260","POINT (-85.290484 37.526683)"
"MISSISSIPPI","2022","6","Hepatitis, B, acute",,"-","2","-","2","-","1","-","MISSISSIPPI",,"20220603261","POINT (-89.65344 32.713378)"
"TENNESSEE","2022","6","Hepatitis, B, acute",,"-","7","-","4","-","14","-","TENNESSEE",,"20220603262","POINT (-86.343226 35.842998)"
"WEST SOUTH CENTRAL","2022","6","Hepatitis, B, acute",,"-","13","-","4","-","4","-",,"WEST SOUTH CENTRAL","20220603263",
"ARKANSAS","2022","6","Hepatitis, B, acute",,"-","3","-","2","-","2","-","ARKANSAS",,"20220603264","POINT (-92.439162 34.899825)"
"LOUISIANA","2022","6","Hepatitis, B, acute",,"-","3","-","1","-","2","-","LOUISIANA",,"20220603265","POINT (-91.840238 30.921314)"
"OKLAHOMA","2022","6","Hepatitis, B, acute",,"-","10","-",,"-",,"-","OKLAHOMA",,"20220603266","POINT (-97.508297 35.583449)"
"TEXAS","2022","6","Hepatitis, B, acute",,"-","4","-","1","-",,"-","TEXAS",,"20220603267","POINT (-99.317341 31.447238)"
"MOUNTAIN","2022","6","Hepatitis, B, acute",,"-","3","-","6","-","7","-",,"MOUNTAIN","20220603268",
"ARIZONA","2022","6","Hepatitis, B, acute",,"-","2","-","4","-","1","-","ARIZONA",,"20220603269","POINT (-111.664616 34.293239)"
"COLORADO","2022","6","Hepatitis, B, acute",,"-","0","-",,"-",,"-","COLORADO",,"20220603270","POINT (-105.547832 38.998552)"
"IDAHO","2022","6","Hepatitis, B, acute",,"-","0","-",,"-",,"-","IDAHO",,"20220603271","POINT (-114.659366 44.389073)"
"MONTANA","2022","6","Hepatitis, B, acute",,"-","1","-",,"-","1","-","MONTANA",,"20220603272","POINT (-109.645127 47.033521)"
"NEVADA","2022","6","Hepatitis, B, acute",,"-","1","-","2","-","3","-","NEVADA",,"20220603273","POINT (-114.916992 39.283294)"
"NEW MEXICO","2022","6","Hepatitis, B, acute",,"-","0","-",,"-",,"-","NEW MEXICO",,"20220603274","POINT (-106.108388 34.421369)"
"UTAH","2022","6","Hepatitis, B, acute",,"-","2","-",,"-","2","-","UTAH",,"20220603275","POINT (-111.678222 39.323779)"
"WYOMING","2022","6","Hepatitis, B, acute",,"-","1","-",,"-",,"-","WYOMING",,"20220603276","POINT (-107.55145 42.999627)"
"PACIFIC","2022","6","Hepatitis, B, acute",,"-","7","-","6","-","11","-",,"PACIFIC","20220603277",
"ALASKA","2022","6","Hepatitis, B, acute",,"-","1","-",,"-",,"-","ALASKA",,"20220603278","POINT (-151.631889 63.631126)"
"CALIFORNIA","2022","6","Hepatitis, B, acute",,"-","3","-","2","-","6","-","CALIFORNIA",,"20220603279","POINT (-119.662127 37.211164)"
"HAWAII","2022","6","Hepatitis, B, acute",,"-","1","-",,"-",,"-","HAWAII",,"20220603280","POINT (-157.854309 21.361013)"
"OREGON","2022","6","Hepatitis, B, acute",,"-","3","-","4","-","2","-","OREGON",,"20220603281","POINT (-120.605279 43.940449)"
"WASHINGTON","2022","6","Hepatitis, B, acute",,"-","3","-",,"-","3","-","WASHINGTON",,"20220603282","POINT (-120.592492 47.411715)"
"US TERRITORIES","2022","6","Hepatitis, B, acute",,"-","2","-",,"-",,"-",,"US TERRITORIES","20220603283",
"AMERICAN SAMOA","2022","6","Hepatitis, B, acute",,"-","0","-",,"-",,"-","AMERICAN SAMOA",,"20220603284",
"NORTHERN MARIANA ISLANDS","2022","6","Hepatitis, B, acute",,"-","0","-",,"-",,"-","NORTHERN MARIANA ISLANDS",,"20220603285","POINT (145.725693 15.1834)"
