"yearstart","yearend","locationabbr","locationdesc","datasource","topic","question","response","datavalueunit","datavaluetype","datavalue","datavaluealt","datavaluefootnotesymbol","datavaluefootnote","lowconfidencelimit","highconfidencelimit","stratificationcategory1","stratification1","stratificationcategory2","stratification2","stratificationcategory3","stratification3","geolocation","locationid","topicid","questionid","responseid","datavaluetypeid","stratificationcategoryid1","stratificationid1","stratificationcategoryid2","stratificationid2","stratificationcategoryid3","stratificationid3"
"2023","2023","NJ","New Jersey","BRFSS","Alcohol","Binge drinking prevalence among adults",,"%","Crude Prevalence","11.3","11.3",,,"9.9","12.7","Sex","Female",,,,,"POINT (-74.27369129 40.13057004800049)","34","ALC","ALC06",,"CRDPREV","SEX","SEXF",,,,
"2019","2019","IL","Illinois","NVSS","Alcohol","Chronic liver disease mortality among all people, underlying cause",,"Number","Number",,,"~","Data suppressed; too few respondents or cases",,,"Race/Ethnicity","Multiracial, non-Hispanic",,,,,"POINT (-88.99771018 40.48501028300046)","17","ALC","ALC09",,"NMBR","RACE","MRC",,,,
"2021","2021","HI","Hawaii","BRFSS","Alcohol","Binge drinking prevalence among adults",,"%","Age-adjusted Prevalence","23.4","23.4",,,"19.4","28.0","Race/Ethnicity","Native Hawaiian or Other Pacific Islander, non-Hispanic",,,,,"POINT (-157.8577494 21.304850435000446)","15","ALC","ALC06",,"AGEADJPREV","RACE","HAPI",,,,
"2019","2019","US","United States","YRBSS","Alcohol","Binge drinking prevalence among high school students",,"%","Crude Prevalence","15.3","15.3",,,"13.4","17.3","Grade","Grade 11",,,,,,"59","ALC","ALC07",,"CRDPREV","GRADE","GRD11",,,,
"2021","2021","IN","Indiana","BRFSS","Alcohol","Binge drinking prevalence among adults",,"%","Age-adjusted Prevalence","14.1","14.1",,,"11.0","18.0","Race/Ethnicity","Black, non-Hispanic",,,,,"POINT (-86.14996019 39.766910452000445)","18","ALC","ALC06",,"AGEADJPREV","RACE","BLK",,,,
"2019","2019","WA","Washington","BRFSS","Alcohol","Binge drinking intensity among adults who binge drink",,"Number","Crude Median",,,"****","Data suppressed; denominator < 50 or relative standard error > 30%",,,"Race/Ethnicity","Native Hawaiian or Other Pacific Islander, non-Hispanic",,,,,"POINT (-120.4700108 47.52227862900048)","53","ALC","ALC05",,"CRDMEDN","RACE","HAPI",,,,
"2021","2021","GU","Guam","BRFSS","Alcohol","Binge drinking prevalence among adults",,"%","Age-adjusted Prevalence","20.9","20.9",,,"16.5","26.1","Sex","Male",,,,,"POINT (144.793731 13.444304)","66","ALC","ALC06",,"AGEADJPREV","SEX","SEXM",,,,
"2019","2019","WA","Washington","BRFSS","Alcohol","Binge drinking intensity among adults who binge drink",,"Number","Crude 75th percentile","6.5","6.5",,,"5.9","7.2","Age","Age 45-64",,,,,"POINT (-120.4700108 47.52227862900048)","53","ALC","ALC05",,"CRD75TH","AGE","AGE4564",,,,
"2019","2019","IN","Indiana","BRFSS","Alcohol","Binge drinking prevalence among adults",,"%","Crude Prevalence","20.5","20.5",,,"15.7","26.4","Race/Ethnicity","Hispanic",,,,,"POINT (-86.14996019 39.766910452000445)","18","ALC","ALC06",,"CRDPREV","RACE","HIS",,,,
"2020","2020","VI","Virgin Islands","BRFSS","Alcohol","Binge drinking intensity among adults who binge drink",,"Number","Crude 75th percentile",,,"*","No data available",,,"Race/Ethnicity","Asian, non-Hispanic",,,,,"POINT (-64.896335 18.335765)","78","ALC","ALC05",,"CRD75TH","RACE","ASN",,,,
"2023","2023","AZ","Arizona","YRBSS","Alcohol","Binge drinking prevalence among high school students",,"%","Crude Prevalence",,,"*","No data available",,,"Race/Ethnicity","Asian, non-Hispanic",,,,,"POINT (-111.7638113 34.865970280000454)","04","ALC","ALC07",,"CRDPREV","RACE","ASN",,,,
"2021","2021","IL","Illinois","YRBSS","Alcohol","Binge drinking prevalence among high school students",,"%","Crude Prevalence","15.3","15.3",,,"12.1","19.2","Grade","Grade 11",,,,,"POINT (-88.99771018 40.48501028300046)","17","ALC","ALC07",,"CRDPREV","GRADE","GRD11",,,,
"2022","2022","SD","South Dakota","BRFSS","Alcohol","Binge drinking intensity among adults who binge drink",,"Number","Crude Median",,,"*","No data available",,,"Race/Ethnicity","Native Hawaiian or Other Pacific Islander, non-Hispanic",,,,,"POINT (-100.3735306 44.353130053000484)","46","ALC","ALC05",,"CRDMEDN","RACE","HAPI",,,,
"2021","2021","TN","Tennessee","BRFSS","Alcohol","Binge drinking prevalence among adults",,"%","Crude Prevalence","1.7","1.7",,,"1.1","2.6","Age","Age >=65",,,,,"POINT (-85.77449091 35.68094058000048)","47","ALC","ALC06",,"CRDPREV","AGE","AGE65P",,,,
"2023","2023","AK","Alaska","YRBSS","Alcohol","Binge drinking prevalence among high school students",,"%","Crude Prevalence","10.3","10.3",,,"2.7","32.9","Race/Ethnicity","Native Hawaiian or Other Pacific Islander, non-Hispanic",,,,,"POINT (-147.722059 64.84507995700051)","02","ALC","ALC07",,"CRDPREV","RACE","HAPI",,,,
"2023","2023","KY","Kentucky","BRFSS","Alcohol","Binge drinking prevalence among adults",,"%","Crude Prevalence",,,"*","No data available",,,"Race/Ethnicity","Multiracial, non-Hispanic",,,,,"POINT (-84.77497105 37.645970271000465)","21","ALC","ALC06",,"CRDPREV","RACE","MRC",,,,
"2019","2019","VT","Vermont","BRFSS","Alcohol","Binge drinking prevalence among adults",,"%","Crude Prevalence",,,"****","Data suppressed; denominator < 50 or relative standard error > 30%",,,"Race/Ethnicity","Hispanic",,,,,"POINT (-72.51764079 43.62538123900049)","50","ALC","ALC06",,"CRDPREV","RACE","HIS",,,,
"2021","2021","HI","Hawaii","NVSS","Alcohol","Chronic liver disease mortality among all people, underlying cause",,"cases per 100,000","Crude Rate","16.1","16.1",,,"13.2","19.1","Sex","Male",,,,,"POINT (-157.8577494 21.304850435000446)","15","ALC","ALC09",,"CRDRATE","SEX","SEXM",,,,
"2020","2020","KS","Kansas","BRFSS","Alcohol","Binge drinking prevalence among adults",,"%","Age-adjusted Prevalence",,,"****","Data suppressed; denominator < 50 or relative standard error > 30%",,,"Race/Ethnicity","Native Hawaiian or Other Pacific Islander, non-Hispanic",,,,,"POINT (-98.20078123 38.34774030000045)","20","ALC","ALC06",,"AGEADJPREV","RACE","HAPI",,,,
"2020","2020","ID","Idaho","BRFSS","Alcohol","Binge drinking prevalence among adults",,"%","Crude Prevalence",,,"****","Data suppressed; denominator < 50 or relative standard error > 30%",,,"Race/Ethnicity","Black, non-Hispanic",,,,,"POINT (-114.36373 43.682630005000476)","16","ALC","ALC06",,"CRDPREV","RACE","BLK",,,,
"2022","2022","WI","Wisconsin","BRFSS","Alcohol","Binge drinking intensity among adults who binge drink",,"Number","Crude Median","7.0","7.0",,,"6.6","7.3","Sex","Male",,,,,"POINT (-89.81637074 44.39319117400049)","55","ALC","ALC05",,"CRDMEDN","SEX","SEXM",,,,
"2020","2020","MO","Missouri","BRFSS","Alcohol","Binge drinking prevalence among adults",,"%","Age-adjusted Prevalence","18.1","18.1",,,"17.0","19.4","Overall","Overall",,,,,"POINT (-92.56630005 38.635790776000476)","29","ALC","ALC06",,"AGEADJPREV","OVERALL","OVR",,,,
"2021","2021","AK","Alaska","NVSS","Alcohol","Chronic liver disease mortality among all people, underlying cause",,"cases per 100,000","Age-adjusted Rate","24.4","24.4",,,"20.8","28.0","Overall","Overall",,,,,"POINT (-147.722059 64.84507995700051)","02","ALC","ALC09",,"AGEADJRATE","OVERALL","OVR",,,,
"2020","2020","VT","Vermont","BRFSS","Alcohol","Binge drinking intensity among adults who binge drink",,"Number","Crude Median","5.5","5.5",,,"5.2","5.7","Race/Ethnicity","White, non-Hispanic",,,,,"POINT (-72.51764079 43.62538123900049)","50","ALC","ALC05",,"CRDMEDN","RACE","WHT",,,,
"2019","2019","TX","Texas","YRBSS","Alcohol","Binge drinking prevalence among high school students",,"%","Crude Prevalence","10.3","10.3",,,"7.7","13.7","Grade","Grade 11",,,,,"POINT (-99.42677021 31.827240407000488)","48","ALC","ALC07",,"CRDPREV","GRADE","GRD11",,,,
"2022","2022","IN","Indiana","NVSS","Alcohol","Chronic liver disease mortality among all people, underlying cause",,"cases per 100,000","Crude Rate","4.2","4.2",,,"3.5","4.8","Age","Age 0-44",,,,,"POINT (-86.14996019 39.766910452000445)","18","ALC","ALC09",,"CRDRATE","AGE","AGE0_44",,,,
"2021","2021","WV","West Virginia","BRFSS","Alcohol","Binge drinking intensity among adults who binge drink",,"Number","Crude Median",,,"*","No data available",,,"Race/Ethnicity","Native Hawaiian or Other Pacific Islander, non-Hispanic",,,,,"POINT (-80.71264013 38.66551020200046)","54","ALC","ALC05",,"CRDMEDN","RACE","HAPI",,,,
"2019","2019","ME","Maine","NVSS","Alcohol","Chronic liver disease mortality among all people, underlying cause",,"cases per 100,000","Crude Rate",,,"~","Data suppressed; too few respondents or cases",,,"Age","Age 0-44",,,,,"POINT (-68.98503134 45.254228894000505)","23","ALC","ALC09",,"CRDRATE","AGE","AGE0_44",,,,
"2022","2022","US","United States","BRFSS","Alcohol","Binge drinking intensity among adults who binge drink",,"Number","Crude 75th percentile","9.0","9.0",,,"7.8","9.5","Race/Ethnicity","Multiracial, non-Hispanic",,,,,,"59","ALC","ALC05",,"CRD75TH","RACE","MRC",,,,
"2019","2019","OR","Oregon","BRFSS","Alcohol","Binge drinking prevalence among adults",,"%","Crude Prevalence","24.2","24.2",,,"13.6","39.2","Race/Ethnicity","Black, non-Hispanic",,,,,"POINT (-120.1550313 44.56744942400047)","41","ALC","ALC06",,"CRDPREV","RACE","BLK",,,,
"2022","2022","MO","Missouri","BRFSS","Alcohol","Binge drinking prevalence among adults",,"%","Crude Prevalence","30.6","30.6",,,"23.1","39.2","Race/Ethnicity","Hispanic",,,,,"POINT (-92.56630005 38.635790776000476)","29","ALC","ALC06",,"CRDPREV","RACE","HIS",,,,
"2022","2022","IN","Indiana","NVSS","Alcohol","Chronic liver disease mortality among all people, underlying cause",,"cases per 100,000","Crude Rate",,,"~","Data suppressed; too few respondents or cases",,,"Race/Ethnicity","Asian, non-Hispanic",,,,,"POINT (-86.14996019 39.766910452000445)","18","ALC","ALC09",,"CRDRATE","RACE","ASN",,,,
"2021","2021","DC","District of Columbia","YRBSS","Alcohol","Binge drinking prevalence among high school students",,"%","Crude Prevalence","15.4","15.4",,,"6.7","31.6","Race/Ethnicity","American Indian or Alaska Native, non-Hispanic",,,,,"POINT (-77.036871 38.907192)","11","ALC","ALC07",,"CRDPREV","RACE","AIAN",,,,
"2022","2022","ID","Idaho","BRFSS","Alcohol","Binge drinking prevalence among adults",,"%","Crude Prevalence",,,"****","Data suppressed; denominator < 50 or relative standard error > 30%",,,"Race/Ethnicity","American Indian or Alaska Native, non-Hispanic",,,,,"POINT (-114.36373 43.682630005000476)","16","ALC","ALC06",,"CRDPREV","RACE","AIAN",,,,
"2019","2019","VA","Virginia","BRFSS","Alcohol","Binge drinking intensity among adults who binge drink",,"Number","Crude 75th percentile",,,"****","Data suppressed; denominator < 50 or relative standard error > 30%",,,"Race/Ethnicity","Asian, non-Hispanic",,,,,"POINT (-78.45789046 37.54268067400045)","51","ALC","ALC05",,"CRD75TH","RACE","ASN",,,,
"2020","2020","TN","Tennessee","BRFSS","Alcohol","Binge drinking prevalence among adults",,"%","Age-adjusted Prevalence",,,"****","Data suppressed; denominator < 50 or relative standard error > 30%",,,"Race/Ethnicity","Multiracial, non-Hispanic",,,,,"POINT (-85.77449091 35.68094058000048)","47","ALC","ALC06",,"AGEADJPREV","RACE","MRC",,,,
"2023","2023","TX","Texas","YRBSS","Alcohol","Binge drinking prevalence among high school students",,"%","Crude Prevalence","8.7","8.7",,,"5.6","13.4","Sex","Male",,,,,"POINT (-99.42677021 31.827240407000488)","48","ALC","ALC07",,"CRDPREV","SEX","SEXM",,,,
"2023","2023","MS","Mississippi","BRFSS","Alcohol","Binge drinking prevalence among adults",,"%","Crude Prevalence",,,"****","Data suppressed; denominator < 50 or relative standard error > 30%",,,"Race/Ethnicity","Multiracial, non-Hispanic",,,,,"POINT (-89.53803082 32.745510099000455)","28","ALC","ALC06",,"CRDPREV","RACE","MRC",,,,
"2020","2020","NC","North Carolina","BRFSS","Alcohol","Binge drinking prevalence among adults",,"%","Crude Prevalence","16.1","16.1",,,"12.5","20.5","Race/Ethnicity","Hispanic",,,,,"POINT (-79.15925046 35.466220975000454)","37","ALC","ALC06",,"CRDPREV","RACE","HIS",,,,
"2019","2019","SC","South Carolina","BRFSS","Alcohol","Binge drinking intensity among adults who binge drink",,"Number","Crude 75th percentile",,,"****","Data suppressed; denominator < 50 or relative standard error > 30%",,,"Race/Ethnicity","American Indian or Alaska Native, non-Hispanic",,,,,"POINT (-81.04537121 33.998821303000454)","45","ALC","ALC05",,"CRD75TH","RACE","AIAN",,,,
"2020","2020","LA","Louisiana","NVSS","Alcohol","Chronic liver disease mortality among all people, underlying cause",,"cases per 100,000","Age-adjusted Rate","8.0","8.0",,,"6.5","9.4","Race/Ethnicity","Black, non-Hispanic",,,,,"POINT (-92.44568007 31.31266064400046)","22","ALC","ALC09",,"AGEADJRATE","RACE","BLK",,,,
"2019","2019","WI","Wisconsin","BRFSS","Alcohol","Binge drinking prevalence among adults",,"%","Crude Prevalence","21.9","21.9",,,"20.3","23.6","Overall","Overall",,,,,"POINT (-89.81637074 44.39319117400049)","55","ALC","ALC06",,"CRDPREV","OVERALL","OVR",,,,
"2021","2021","HI","Hawaii","BRFSS","Alcohol","Binge drinking prevalence among adults",,"%","Age-adjusted Prevalence","21.3","21.3",,,"18.6","24.2","Race/Ethnicity","White, non-Hispanic",,,,,"POINT (-157.8577494 21.304850435000446)","15","ALC","ALC06",,"AGEADJPREV","RACE","WHT",,,,
"2019","2019","MI","Michigan","BRFSS","Alcohol","Binge drinking prevalence among adults",,"%","Age-adjusted Prevalence","19.2","19.2",,,"14.1","25.5","Race/Ethnicity","Hispanic",,,,,"POINT (-84.71439027 44.66131954)","26","ALC","ALC06",,"AGEADJPREV","RACE","HIS",,,,
"2019","2019","PA","Pennsylvania","YRBSS","Alcohol","Binge drinking prevalence among high school students",,"%","Crude Prevalence","8.3","8.3",,,"6.3","11.0","Grade","Grade 10",,,,,"POINT (-77.86070029 40.79373015200048)","42","ALC","ALC07",,"CRDPREV","GRADE","GRD10",,,,
"2023","2023","NC","North Carolina","BRFSS","Alcohol","Binge drinking prevalence among adults",,"%","Age-adjusted Prevalence",,,"****","Data suppressed; denominator < 50 or relative standard error > 30%",,,"Race/Ethnicity","Native Hawaiian or Other Pacific Islander, non-Hispanic",,,,,"POINT (-79.15925046 35.466220975000454)","37","ALC","ALC06",,"AGEADJPREV","RACE","HAPI",,,,
"2021","2021","KS","Kansas","NVSS","Alcohol","Chronic liver disease mortality among all people, underlying cause",,"cases per 100,000","Crude Rate","37.5","37.5",,,"32.9","42.0","Age","Age 45-64",,,,,"POINT (-98.20078123 38.34774030000045)","20","ALC","ALC09",,"CRDRATE","AGE","AGE4564",,,,
"2021","2021","IN","Indiana","YRBSS","Alcohol","Binge drinking prevalence among high school students",,"%","Crude Prevalence","18.2","18.2",,,"6.4","42.2","Race/Ethnicity","Multiracial, non-Hispanic",,,,,"POINT (-86.14996019 39.766910452000445)","18","ALC","ALC07",,"CRDPREV","RACE","MRC",,,,
"2019","2019","MT","Montana","BRFSS","Alcohol","Binge drinking prevalence among adults",,"%","Crude Prevalence",,,"****","Data suppressed; denominator < 50 or relative standard error > 30%",,,"Race/Ethnicity","Asian, non-Hispanic",,,,,"POINT (-109.4244206 47.06652897200047)","30","ALC","ALC06",,"CRDPREV","RACE","ASN",,,,
"2022","2022","PA","Pennsylvania","BRFSS","Alcohol","Binge drinking prevalence among adults",,"%","Age-adjusted Prevalence",,,"****","Data suppressed; denominator < 50 or relative standard error > 30%",,,"Race/Ethnicity","Native Hawaiian or Other Pacific Islander, non-Hispanic",,,,,"POINT (-77.86070029 40.79373015200048)","42","ALC","ALC06",,"AGEADJPREV","RACE","HAPI",,,,
"2020","2020","AL","Alabama","BRFSS","Alcohol","Binge drinking prevalence among adults",,"%","Crude Prevalence",,,"****","Data suppressed; denominator < 50 or relative standard error > 30%",,,"Race/Ethnicity","Native Hawaiian or Other Pacific Islander, non-Hispanic",,,,,"POINT (-86.63186076 32.84057112200048)","01","ALC","ALC06",,"CRDPREV","RACE","HAPI",,,,
"2022","2022","IL","Illinois","BRFSS","Alcohol","Binge drinking prevalence among adults",,"%","Age-adjusted Prevalence","22.1","22.1",,,"12.3","36.3","Race/Ethnicity","Multiracial, non-Hispanic",,,,,"POINT (-88.99771018 40.48501028300046)","17","ALC","ALC06",,"AGEADJPREV","RACE","MRC",,,,
"2020","2020","NM","New Mexico","BRFSS","Alcohol","Binge drinking prevalence among adults",,"%","Crude Prevalence",,,"****","Data suppressed; denominator < 50 or relative standard error > 30%",,,"Race/Ethnicity","Multiracial, non-Hispanic",,,,,"POINT (-106.240581 34.52088095200048)","35","ALC","ALC06",,"CRDPREV","RACE","MRC",,,,
"2022","2022","TX","Texas","BRFSS","Alcohol","Binge drinking intensity among adults who binge drink",,"Number","Crude 75th percentile",,,"****","Data suppressed; denominator < 50 or relative standard error > 30%",,,"Race/Ethnicity","Asian, non-Hispanic",,,,,"POINT (-99.42677021 31.827240407000488)","48","ALC","ALC05",,"CRD75TH","RACE","ASN",,,,
"2021","2021","NH","New Hampshire","BRFSS","Alcohol","Binge drinking prevalence among adults",,"%","Crude Prevalence",,,"****","Data suppressed; denominator < 50 or relative standard error > 30%",,,"Race/Ethnicity","Black, non-Hispanic",,,,,"POINT (-71.50036092 43.65595011300047)","33","ALC","ALC06",,"CRDPREV","RACE","BLK",,,,
"2019","2019","ID","Idaho","NVSS","Alcohol","Chronic liver disease mortality among all people, underlying cause",,"cases per 100,000","Crude Rate","15.5","15.5",,,"13.5","17.5","Race/Ethnicity","White, non-Hispanic",,,,,"POINT (-114.36373 43.682630005000476)","16","ALC","ALC09",,"CRDRATE","RACE","WHT",,,,
"2022","2022","VA","Virginia","BRFSS","Alcohol","Binge drinking intensity among adults who binge drink",,"Number","Crude Median","5.7","5.7",,,"5.4","5.9","Race/Ethnicity","White, non-Hispanic",,,,,"POINT (-78.45789046 37.54268067400045)","51","ALC","ALC05",,"CRDMEDN","RACE","WHT",,,,
"2019","2019","ID","Idaho","NVSS","Alcohol","Chronic liver disease mortality among all people, underlying cause",,"cases per 100,000","Age-adjusted Rate","15.4","15.4",,,"12.9","17.9","Sex","Male",,,,,"POINT (-114.36373 43.682630005000476)","16","ALC","ALC09",,"AGEADJRATE","SEX","SEXM",,,,
"2020","2020","SD","South Dakota","BRFSS","Alcohol","Binge drinking prevalence among adults",,"%","Age-adjusted Prevalence","11.9","11.9",,,"8.3","16.8","Race/Ethnicity","American Indian or Alaska Native, non-Hispanic",,,,,"POINT (-100.3735306 44.353130053000484)","46","ALC","ALC06",,"AGEADJPREV","RACE","AIAN",,,,
"2020","2020","IL","Illinois","NVSS","Alcohol","Chronic liver disease mortality among all people, underlying cause",,"cases per 100,000","Age-adjusted Rate","11.4","11.4",,,"10.8","11.9","Overall","Overall",,,,,"POINT (-88.99771018 40.48501028300046)","17","ALC","ALC09",,"AGEADJRATE","OVERALL","OVR",,,,
"2021","2021","US","United States","BRFSS","Alcohol","Binge drinking prevalence among adults",,"%","Crude Prevalence","22.1","22.1",,,"21.6","22.6","Age","Age 18-44",,,,,,"59","ALC","ALC06",,"CRDPREV","AGE","AGE1844",,,,
"2020","2020","CO","Colorado","NVSS","Alcohol","Chronic liver disease mortality among all people, underlying cause",,"Number","Number","1141.0","1141.0",,,,,"Overall","Overall",,,,,"POINT (-106.1336109 38.843840757000464)","08","ALC","ALC09",,"NMBR","OVERALL","OVR",,,,
