"data_as_of","start_date","end_date","group","year","month","state","condition_group","condition","icd10_codes","age_group","covid_19_deaths","number_of_mentions","flag"
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Renal failure","Renal failure","N17-N19","65-74","684","728",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Renal failure","Renal failure","N17-N19","75-84","756","815",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Renal failure","Renal failure","N17-N19","85+","709","766",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Renal failure","Renal failure","N17-N19","Not stated","0","0",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Renal failure","Renal failure","N17-N19","All Ages","2784","2978",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03","0-24","10","23",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03","25-34","15","41",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03","35-44","20","49",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03","45-54","44","92",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03","55-64","72","123",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03","65-74","117","196",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03","75-84","112","215",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03","85+","170","338",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03","Not stated","0","0",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03","All Ages","560","1077",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","All other conditions and causes (residual)","All other conditions and causes (residual)","A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99","0-24","52","82",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","All other conditions and causes (residual)","All other conditions and causes (residual)","A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99","25-34","91","147",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","All other conditions and causes (residual)","All other conditions and causes (residual)","A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99","35-44","185","313",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","All other conditions and causes (residual)","All other conditions and causes (residual)","A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99","45-54","516","816",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","All other conditions and causes (residual)","All other conditions and causes (residual)","A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99","55-64","1269","2022",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","All other conditions and causes (residual)","All other conditions and causes (residual)","A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99","65-74","2138","3519",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","All other conditions and causes (residual)","All other conditions and causes (residual)","A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99","75-84","2426","3789",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","All other conditions and causes (residual)","All other conditions and causes (residual)","A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99","85+","2510","3917",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","All other conditions and causes (residual)","All other conditions and causes (residual)","A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99","Not stated","0","0",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","All other conditions and causes (residual)","All other conditions and causes (residual)","A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99","All Ages","9187","14605",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","COVID-19","COVID-19","U071","0-24","96","96",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","COVID-19","COVID-19","U071","25-34","212","212",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","COVID-19","COVID-19","U071","35-44","475","475",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","COVID-19","COVID-19","U071","45-54","1228","1228",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","COVID-19","COVID-19","U071","55-64","3021","3021",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","COVID-19","COVID-19","U071","65-74","5100","5100",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","COVID-19","COVID-19","U071","75-84","6190","6190",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","COVID-19","COVID-19","U071","85+","6810","6810",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","COVID-19","COVID-19","U071","Not stated","0","0",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Virginia","COVID-19","COVID-19","U071","All Ages","23132","23132",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Washington","Respiratory diseases","Influenza and pneumonia","J09-J18","0-24","28","33",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Washington","Respiratory diseases","Influenza and pneumonia","J09-J18","25-34","95","97",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Washington","Respiratory diseases","Influenza and pneumonia","J09-J18","35-44","251","268",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Washington","Respiratory diseases","Influenza and pneumonia","J09-J18","45-54","560","618",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Washington","Respiratory diseases","Influenza and pneumonia","J09-J18","55-64","1210","1304",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Washington","Respiratory diseases","Influenza and pneumonia","J09-J18","65-74","1979","2134",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Washington","Respiratory diseases","Influenza and pneumonia","J09-J18","75-84","2038","2155",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Washington","Respiratory diseases","Influenza and pneumonia","J09-J18","85+","1958","2010",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Washington","Respiratory diseases","Influenza and pneumonia","J09-J18","Not stated","0","0",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Washington","Respiratory diseases","Influenza and pneumonia","J09-J18","All Ages","8119","8619",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Washington","Respiratory diseases","Chronic lower respiratory diseases","J40-J47","0-24",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Washington","Respiratory diseases","Chronic lower respiratory diseases","J40-J47","25-34",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Washington","Respiratory diseases","Chronic lower respiratory diseases","J40-J47","35-44","19","19",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Washington","Respiratory diseases","Chronic lower respiratory diseases","J40-J47","45-54","51","53",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Washington","Respiratory diseases","Chronic lower respiratory diseases","J40-J47","55-64","194","209",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Washington","Respiratory diseases","Chronic lower respiratory diseases","J40-J47","65-74","430","467",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Washington","Respiratory diseases","Chronic lower respiratory diseases","J40-J47","75-84","629","668",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Washington","Respiratory diseases","Chronic lower respiratory diseases","J40-J47","85+","456","475",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Washington","Respiratory diseases","Chronic lower respiratory diseases","J40-J47","Not stated","0","0",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Washington","Respiratory diseases","Chronic lower respiratory diseases","J40-J47","All Ages","1788","1901",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Washington","Respiratory diseases","Adult respiratory distress syndrome","J80","0-24",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Washington","Respiratory diseases","Adult respiratory distress syndrome","J80","25-34","33","33",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Washington","Respiratory diseases","Adult respiratory distress syndrome","J80","35-44","109","109",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Washington","Respiratory diseases","Adult respiratory distress syndrome","J80","45-54","233","233",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Washington","Respiratory diseases","Adult respiratory distress syndrome","J80","55-64","477","477",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Washington","Respiratory diseases","Adult respiratory distress syndrome","J80","65-74","602","602",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Washington","Respiratory diseases","Adult respiratory distress syndrome","J80","75-84","400","400",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Washington","Respiratory diseases","Adult respiratory distress syndrome","J80","85+","196","196",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Washington","Respiratory diseases","Adult respiratory distress syndrome","J80","Not stated","0","0",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Washington","Respiratory diseases","Adult respiratory distress syndrome","J80","All Ages","2059","2059",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Washington","Respiratory diseases","Respiratory failure","J96","0-24","15","15",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Washington","Respiratory diseases","Respiratory failure","J96","25-34","40","41",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Washington","Respiratory diseases","Respiratory failure","J96","35-44","147","150",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Washington","Respiratory diseases","Respiratory failure","J96","45-54","383","396",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Washington","Respiratory diseases","Respiratory failure","J96","55-64","864","908",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Washington","Respiratory diseases","Respiratory failure","J96","65-74","1573","1664",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Washington","Respiratory diseases","Respiratory failure","J96","75-84","1769","1875",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Washington","Respiratory diseases","Respiratory failure","J96","85+","1665","1731",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Washington","Respiratory diseases","Respiratory failure","J96","Not stated","0","0",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"Washington","Respiratory diseases","Respiratory failure","J96","All Ages","6456","6780",
